csa_id,csa_name,strategic_design_principle_id,strategic_design_principle,structural_design_principle_id,structural_design_principle,cref_technique_id,technique,approach,APPROACH_ID,attack_technique_id,attack_technique
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1008,Fallback Channels
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1027,Obfuscated Files or Information
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1037,Boot or Logon Initialization Scripts
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1068,Exploitation for Privilege Escalation
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1070,Indicator Removal on Host
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1071,Application Layer Protocol
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1080,Taint Shared Content
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1090,Proxy
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1095,Non-Application Layer Protocol
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1104,Multi-Stage Channels
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1105,Ingress Tool Transfer
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1134,Access Token Manipulation
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1140,Deobfuscate/Decode Files or Information
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1189,Drive-by Compromise
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1195,Supply Chain Compromise
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1200,Hardware Additions
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1204,User Execution
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1207,Rogue Domain Controller
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1210,Exploitation of Remote Services
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1211,Exploitation for Defense Evasion
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1212,Exploitation for Credential Access
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1219,Remote Access Software
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1222,File and Directory Permissions Modification
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1485,Data Destruction
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1486,Data Encrypted for Impact
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1489,Service Stop
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1490,Inhibit System Recovery
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1491,Defacement
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1495,Firmware Corruption
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1499,Endpoint Denial of Service
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1505,Server Software Component
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1525,Implant Internal Image
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1529,System Shutdown/Reboot
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1542,Pre-OS Boot
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1543,Create or Modify System Process
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1546,Event Triggered Execution
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1547,Boot or Logon Autostart Execution
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1553,Subvert Trust Controls
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1554,Compromise Client Software Binary
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1561,Disk Wipe
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1562,Impair Defenses
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1565,Data Manipulation
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1570,Lateral Tool Transfer
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1572,Protocol Tunneling
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1573,Encrypted Channel
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1574,Hijack Execution Flow
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1601,Modify System Image
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1608,Stage Capabilities
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Integrity Checks,a45,T1612,Build Image on Host
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1008,Fallback Channels
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1036,Masquerading
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1059,Command and Scripting Interpreter
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1071,Application Layer Protocol
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1072,Software Deployment Tools
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1090,Proxy
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1095,Non-Application Layer Protocol
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1104,Multi-Stage Channels
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1105,Ingress Tool Transfer
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1176,Browser Extensions
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1195,Supply Chain Compromise
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1199,Trusted Relationship
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1216,Signed Script Proxy Execution
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1218,Signed Binary Proxy Execution
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1220,XSL Script Processing
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1498,Network Denial of Service
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1505,Server Software Component
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1525,Implant Internal Image
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1553,Subvert Trust Controls
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1554,Compromise Client Software Binary
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1557,Adversary-in-the-Middle
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1572,Protocol Tunneling
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1573,Encrypted Channel
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1600,Weaken Encryption
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1601,Modify System Image
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1608,Stage Capabilities
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Provenance Tracking,a46,T1609,Container Administration Command
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1001,Data Obfuscation
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1003,OS Credential Dumping
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1005,Data from Local System
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1007,System Service Discovery
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1008,Fallback Channels
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1010,Application Window Discovery
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1011,Exfiltration Over Other Network Medium
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1012,Query Registry
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1016,System Network Configuration Discovery
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1018,Remote System Discovery
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1020,Automated Exfiltration
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1029,Scheduled Transfer
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1030,Data Transfer Size Limits
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1033,System Owner/User Discovery
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1037,Boot or Logon Initialization Scripts
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1039,Data from Network Shared Drive
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1041,Exfiltration Over C2 Channel
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1048,Exfiltration Over Alternative Protocol
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1049,System Network Connections Discovery
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1053,Scheduled Task/Job
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1055,Process Injection
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1056,Input Capture
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1057,Process Discovery
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1068,Exploitation for Privilege Escalation
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1069,Permission Groups Discovery
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1071,Application Layer Protocol
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1074,Data Staged
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1080,Taint Shared Content
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1082,System Information Discovery
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1083,File and Directory Discovery
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1087,Account Discovery
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1090,Proxy
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1095,Non-Application Layer Protocol
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1098,Account Manipulation
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1102,Web Service
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1105,Ingress Tool Transfer
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1110,Brute Force
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1111,Two-Factor Authentication Interception
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1114,Email Collection
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1119,Automated Collection
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1120,Peripheral Device Discovery
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1123,Audio Capture
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1124,System Time Discovery
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1127,Trusted Developer Utilities Proxy Execution
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1132,Data Encoding
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1133,External Remote Services
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1135,Network Share Discovery
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1137,Office Application Startup
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1189,Drive-by Compromise
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1190,Exploit Public-Facing Application
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1199,Trusted Relationship
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1201,Password Policy Discovery
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1204,User Execution
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1210,Exploitation of Remote Services
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1212,Exploitation for Credential Access
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1213,Data from Information Repositories
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1217,Browser Bookmark Discovery
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1218,Signed Binary Proxy Execution
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1219,Remote Access Software
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1221,Template Injection
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1482,Domain Trust Discovery
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1485,Data Destruction
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1486,Data Encrypted for Impact
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1491,Defacement
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1498,Network Denial of Service
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1499,Endpoint Denial of Service
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1518,Software Discovery
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1525,Implant Internal Image
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1526,Cloud Service Discovery
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1530,Data from Cloud Storage Object
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1531,Account Access Removal
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1534,Internal Spearphishing
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1537,Transfer Data to Cloud Account
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1546,Event Triggered Execution
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1553,Subvert Trust Controls
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1556,Modify Authentication Process
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1557,Adversary-in-the-Middle
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1559,Inter-Process Communication
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1560,Archive Collected Data
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1561,Disk Wipe
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1563,Remote Service Session Hijacking
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1567,Exfiltration Over Web Service
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1571,Non-Standard Port
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1572,Protocol Tunneling
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1598,Phishing for Information
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1609,Container Administration Command
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1610,Deploy Container
CSA-01,Control Access,sta4,Assume compromised resources,stu12,Determine ongoing trustworthiness,t13,Substantiated Integrity,Behavior Validation,a47,T1611,Escape to Host
CSA-01,Control Access,sta4,Assume compromised resources,stu2,Control visibility and use,t12,Segmentation,Predefined Segmentation,a43,T1001,Data Obfuscation
CSA-01,Control Access,sta4,Assume compromised resources,stu2,Control visibility and use,t12,Segmentation,Predefined Segmentation,a43,T1005,Data from Local System
CSA-01,Control Access,sta4,Assume compromised resources,stu2,Control visibility and use,t12,Segmentation,Predefined Segmentation,a43,T1008,Fallback Channels
CSA-01,Control Access,sta4,Assume compromised resources,stu2,Control visibility and use,t12,Segmentation,Predefined Segmentation,a43,T1014,Rootkit
CSA-01,Control Access,sta4,Assume compromised resources,stu2,Control visibility and use,t12,Segmentation,Predefined Segmentation,a43,T1021,Remote Services
CSA-01,Control Access,sta4,Assume compromised resources,stu2,Control visibility and use,t12,Segmentation,Predefined Segmentation,a43,T1036,Masquerading
CSA-01,Control Access,sta4,Assume compromised resources,stu2,Control visibility and use,t12,Segmentation,Predefined Segmentation,a43,T1039,Data from Network Shared Drive
CSA-01,Control Access,sta4,Assume compromised resources,stu2,Control visibility and use,t12,Segmentation,Predefined Segmentation,a43,T1046,Network Service Scanning
CSA-01,Control Access,sta4,Assume compromised resources,stu2,Control visibility and use,t12,Segmentation,Predefined Segmentation,a43,T1047,Windows Management Instrumentation
CSA-01,Control Access,sta4,Assume compromised resources,stu2,Control visibility and use,t12,Segmentation,Predefined Segmentation,a43,T1048,Exfiltration Over Alternative Protocol
