source_id,target_id,relationship_type
C0024,T1133,uses
S1183,T1036.005,uses
DET0042,AN0118,has_analytic
C0025,T1036.008,uses
G0125,T1213.002,uses
AN0346,DC0085,monitors_data_component
G0056,T1205.001,uses
T1558.004,TA0006,belongs_to_tactic
C0058,T1059.001,uses
T1102.003,TA0011,belongs_to_tactic
G0131,T1056.001,uses
OA-CREDENTIAL-MANAGEMENT-SYSTEM,T1649,may-access
AN1087,DC0064,monitors_data_component
G0001,S0203,uses
S0183,T1090.003,uses
AN0748,DC0064,monitors_data_component
S1016,T1680,uses
M1017,T1176.001,mitigates
S0247,T1071.003,uses
G0049,T1572,uses
S9038,T1679,uses
T1546.007,T1546,subtechnique_of
G1040,T1059.003,uses
G0130,T1566.001,uses
AN1251,DC0061,monitors_data_component
DET0131,AN0369,has_analytic
S1022,T1003.002,uses
D3-SYSDM,D3-TAC-MODEL,belongs_to_tactic
AN0576,DC0082,monitors_data_component
C0018,T1036.005,uses
C0047,G0129,attributed-to
C0059,T1608.005,uses
G0096,S0013,uses
G1015,T1657,uses
DET0587,AN1612,has_analytic
DET0272,AN0758,has_analytic
C0039,T1573.002,uses
S1242,T1570,uses
DET0345,AN0979,has_analytic
T1619,TA0007,belongs_to_tactic
S0377,T1014,uses
S0662,T1105,uses
AN0587,DC0080,monitors_data_component
C0012,T1033,uses
AN0575,DC0032,monitors_data_component
C0015,S0154,uses
S0570,T1547.001,uses
G1015,T1543.002,uses
G0016,S0183,uses
S0417,T1082,uses
AN1301,DC0039,monitors_data_component
AN1531,DC0039,monitors_data_component
AN1272,DC0064,monitors_data_component
AN0472,DC0032,monitors_data_component
G0050,T1027.013,uses
G0117,T1018,uses
G0061,S0357,uses
T1560,TA0009,belongs_to_tactic
DA-IDENTIFIER,OA-URL,targets
G0032,S1182,uses
S0683,T1613,uses
S0037,T1564.003,uses
S0394,T1037.004,uses
DET0105,AN0293,has_analytic
S1173,T1105,uses
G0102,S0359,uses
T1078.002,T1078,subtechnique_of
S1125,T1083,uses
S1230,T1204.002,uses
S0192,T1021.001,uses
S0688,T1082,uses
AN1541,DC0018,monitors_data_component
S0194,T1027.005,uses
S0013,T1070.009,uses
S9017,T1056.001,uses
G1030,T1041,uses
G1048,T1059.004,uses
S0633,T1027,uses
S1070,T1491.001,uses
C0044,T1555.004,uses
AN1204,DC0038,monitors_data_component
AN0650,DC0034,monitors_data_component
S0587,T1053.003,uses
AN0968,DC0039,monitors_data_component
S9024,T1505.003,uses
M1050,T1080,mitigates
AN0949,DC0039,monitors_data_component
S0649,T1136.001,uses
G1009,T1588.002,uses
S1180,T1570,uses
S1044,T1559.001,uses
AN0101,DC0032,monitors_data_component
AN0048,DC0016,monitors_data_component
S0203,T1048,uses
S0634,T1082,uses
M1056,T1596.002,mitigates
S0274,T1217,uses
DET0211,AN0594,has_analytic
D3-ER,DA-MAIL-SERVER,may-access
T1593.002,TA0043,belongs_to_tactic
S0487,T1041,uses
S0349,T1003.001,uses
S0278,T1564.001,uses
AN1459,DC0064,monitors_data_component
S1148,T1005,uses
AN1499,DC0085,monitors_data_component
G1039,T1102,uses
G1002,T1027.013,uses
S0038,T1016,uses
S0453,T1036,uses
DET0009,AN0023,has_analytic
S1020,T1001.001,uses
AN0931,DC0067,monitors_data_component
S0216,T1189,uses
G0100,T1573.001,uses
S1087,T1680,uses
AN0818,DC0038,monitors_data_component
AN0666,DC0039,monitors_data_component
S0467,T1020,uses
AN1485,DC0085,monitors_data_component
S0386,T1091,uses
S9014,T1105,uses
AN1145,DC0102,monitors_data_component
S0579,T1055,uses
T1573.001,T1573,subtechnique_of
M1031,T1071.004,mitigates
S0381,T1113,uses
S1115,T1071.001,uses
S0561,T1055,uses
AN0827,DC0013,monitors_data_component
G0060,T1036.002,uses
S0496,T1480.002,uses
S0366,T1489,uses
D3-CR,D3-TAC-EVICT,belongs_to_tactic
OA-NETWORK-TRAFFIC,T1565.002,may-modify
G1043,T1583.003,uses
DET0359,T1090.003,detects
AN0431,DC0032,monitors_data_component
S0269,T1071.001,uses
AN1470,DC0010,monitors_data_component
S1142,T1041,uses
S1115,T1140,uses
AN1380,DC0070,monitors_data_component
G0082,T1565.002,uses
S1207,T1539,uses
S0692,T1106,uses
S0132,T1105,uses
S1044,T1113,uses
S0382,T1059.003,uses
S1237,T1106,uses
S9035,T1069.002,uses
C0029,T1021.002,uses
G1009,T1027.013,uses
S0269,T1140,uses
DET0479,AN1319,has_analytic
T1595.002,T1595,subtechnique_of
S1240,T1041,uses
T1559.001,TA0002,belongs_to_tactic
C0014,T1059.001,uses
S0372,T1486,uses
S1018,T1055.012,uses
M1026,T1078.003,mitigates
AN2063,DC0082,monitors_data_component
G0007,T1137.002,uses
S0148,T1119,uses
G0121,T1566.001,uses
OA-NETWORK-TRAFFIC,T1557,produces
AN1489,DC0001,monitors_data_component
G1003,T1567.002,uses
S1148,T1105,uses
AN1141,DC0078,monitors_data_component
S0148,T1124,uses
G0082,T1070.004,uses
T1558.001,TA0006,belongs_to_tactic
G1003,S0488,uses
S0467,T1123,uses
AN0663,DC0061,monitors_data_component
S1207,T1113,uses
AN0363,DC0085,monitors_data_component
AN0474,DC0032,monitors_data_component
DET0080,AN0222,has_analytic
AN1516,DC0032,monitors_data_component
G0034,T1490,uses
S0346,T1132.002,uses
S0127,T1547.001,uses
S0196,T1082,uses
S0396,T1203,uses
S1139,T1120,uses
AN0464,DC0085,monitors_data_component
G0045,T1021.004,uses
S0682,T1071.001,uses
S0149,T1016,uses
AN0988,DC0085,monitors_data_component
M1037,T1498.001,mitigates
S0379,T1105,uses
G1021,T1078,uses
G0140,T1071.004,uses
G1032,S0359,uses
S0438,T1070.004,uses
S0386,T1090.003,uses
G0077,T1055.013,uses
AN0489,DC0038,monitors_data_component
DET0302,AN0845,has_analytic
S0476,T1059.007,uses
AN0432,DC0032,monitors_data_component
S0157,T1083,uses
AN0873,DC0039,monitors_data_component
AN1956,DC0104,monitors_data_component
S0082,T1573.001,uses
T1069.002,T1069,subtechnique_of
G0066,T1566.002,uses
AN0437,DC0064,monitors_data_component
AN0142,DC0034,monitors_data_component
G0121,T1518.001,uses
M1027,T1003.007,mitigates
DET0089,T1056.001,detects
T1059.012,TA0002,belongs_to_tactic
G0046,T1569.002,uses
G0037,T1566.003,uses
AN1376,DC0078,monitors_data_component
G0139,T1608.001,uses
AN1539,DC0064,monitors_data_component
T1596.005,TA0043,belongs_to_tactic
S1159,T1140,uses
S0260,T1055.004,uses
DET0503,AN1390,has_analytic
T1597,TA0043,belongs_to_tactic
G1008,T1518,uses
S1026,T1120,uses
S1199,T1486,uses
S0363,T1569.002,uses
C0062,T1078,uses
S1040,T1560.001,uses
C0011,T1566.002,uses
G1048,T1212,uses
AN2027,DC0103,monitors_data_component
S0353,T1140,uses
C0025,T1027,uses
G0136,S0012,uses
DET0195,AN0560,has_analytic
G1054,T1021.002,uses
S0554,T1036.004,uses
AN0943,DC0032,monitors_data_component
S0428,T1071.002,uses
G1004,T1199,uses
C0035,T1055.009,uses
AN0033,DC0085,monitors_data_component
AN0764,DC0063,monitors_data_component
S1178,T1529,uses
T1547.002,T1547,subtechnique_of
G0073,T1218.011,uses
G1003,T1112,uses
S0641,T1554,uses
M1041,D3-FE,mapped_to_d3fend_technique
G0129,T1218.005,uses
S0699,T1030,uses
G0050,T1222.002,uses
S0554,T1082,uses
S0170,T1053.005,uses
C0040,T1567.002,uses
S0409,T1113,uses
AN1001,DC0063,monitors_data_component
S0346,T1083,uses
S0365,T1003.001,uses
T1548.005,T1548,subtechnique_of
S0263,T1543.003,uses
G1003,T1070.004,uses
DET0412,AN1155,has_analytic
S9010,T1071.001,uses
DA-EVENT-LOG,OA-EVENT-LOG,targets
S0213,T1105,uses
S1063,T1036.008,uses
G0034,T1571,uses
AN0500,DC0085,monitors_data_component
OA-MICROSOFT-HTML-APPLICATION,T1218.005,interprets
M1021,T1218.001,mitigates
S0222,T1568.002,uses
AN0034,DC0032,monitors_data_component
AN0759,DC0016,monitors_data_component
M1040,T1003,mitigates
S1194,T1654,uses
M1057,T1041,mitigates
S0148,T1027.015,uses
S0678,T1106,uses
S0574,T1027.014,uses
G1046,T1574.001,uses
S0483,T1069,uses
G0049,S1170,uses
G0004,T1036.002,uses
AN0235,DC0063,monitors_data_component
G1015,T1021.004,uses
S1016,T1074.001,uses
G0108,T1112,uses
T1199,TA0001,belongs_to_tactic
S0234,T1055.012,uses
DET0477,T1021.006,detects
S0025,T1059.003,uses
M1047,T1548,mitigates
AN0923,DC0078,monitors_data_component
S0186,T1059.001,uses
T1592.001,TA0043,belongs_to_tactic
S0010,T1573.001,uses
AN1259,DC0066,monitors_data_component
M1026,T1546.003,mitigates
C0012,T1124,uses
S0530,T1105,uses
S0140,T1486,uses
T1480.002,T1480,subtechnique_of
S1086,T1082,uses
M1049,D3-FCR,mapped_to_d3fend_technique
G0016,T1027.002,uses
AN1117,DC0010,monitors_data_component
T1098.003,T1098,subtechnique_of
D3-IRV,D3-TAC-HARDEN,belongs_to_tactic
S1160,T1106,uses
S1228,T1007,uses
AN0879,DC0002,monitors_data_component
S0518,T1102.001,uses
S0256,T1547.001,uses
S0196,T1560.001,uses
S1200,T1027.013,uses
S1187,T1021.002,uses
S0366,T1486,uses
G1046,T1059.003,uses
AN1274,DC0060,monitors_data_component
S1191,T1489,uses
S0669,T1059.003,uses
S1050,T1057,uses
S1213,T1059.001,uses
G0094,T1593.001,uses
S0446,T1053.005,uses
DET0192,AN0554,has_analytic
S1065,T1685,uses
AN0807,DC0061,monitors_data_component
G0100,T1566.001,uses
G0065,T1572,uses
T1615,TA0007,belongs_to_tactic
S0386,T1059.001,uses
G1017,T1003.003,uses
S0356,T1041,uses
S0572,T1016,uses
G0139,T1057,uses
S0677,T1112,uses
S0647,T1059.004,uses
S0378,T1569.002,uses
AN1371,DC0041,monitors_data_component
S0331,T1016,uses
G1051,T1069.002,uses
S1135,T1685.005,uses
S9037,T1071.001,uses
S0559,T1497.001,uses
DET0255,AN0706,has_analytic
T1003.005,TA0006,belongs_to_tactic
S1050,T1546.015,uses
AN0513,DC0032,monitors_data_component
G0032,T1021.001,uses
G0140,T1059.001,uses
T1021.003,T1021,subtechnique_of
S0128,T1074.001,uses
AN0934,DC0064,monitors_data_component
S0412,T1057,uses
DET0557,AN1536,has_analytic
G0034,T1204.001,uses
S0260,T1560.003,uses
DET0290,AN0807,has_analytic
OA-EXECUTABLE-FILE,T1546.002,creates
G0045,T1140,uses
S1229,T1055.001,uses
S0363,T1555.003,uses
G0093,T1190,uses
S0201,T1007,uses
C0026,T1583.001,uses
S9002,T1222.001,uses
DET0416,AN1169,has_analytic
C0046,S1186,uses
AN1306,DC0064,monitors_data_component
DET0069,AN0186,has_analytic
DET0314,T1040,detects
G0102,T1036.004,uses
C0024,S0588,uses
DET0273,AN0759,has_analytic
AN0167,DC0032,monitors_data_component
S0456,T1090,uses
AN0463,DC0032,monitors_data_component
C0001,T1127.001,uses
G0125,T1555.006,uses
S0437,T1113,uses
M1040,T1106,mitigates
G0112,S0466,uses
S1202,T1622,uses
C0001,T1036.004,uses
S1060,T1573.001,uses
S1085,T1680,uses
S0600,T1568.002,uses
C0060,T1608.005,uses
S0375,T1547.001,uses
S1237,T1055.005,uses
S0669,T1548.002,uses
S1085,T1082,uses
S0230,T1574.001,uses
AN0717,DC0006,monitors_data_component
DET0450,T1547.006,detects
S0447,T1027.002,uses
DET0060,AN0168,has_analytic
S0113,T1547.001,uses
T1590.004,T1590,subtechnique_of
DET0274,AN0766,has_analytic
C0028,T1685,uses
G1051,S1040,uses
S0029,T1021.002,uses
DET0112,AN0314,has_analytic
G0035,S0075,uses
G0107,T1003.001,uses
S0011,T1204.002,uses
G0040,T1547.001,uses
S0023,T1012,uses
G1041,T1583.002,uses
S0677,T1552.004,uses
C0012,T1120,uses
AN0782,DC0039,monitors_data_component
S9018,T1140,uses
S1166,T1082,uses
G0102,T1021.002,uses
AN2041,DC0073,monitors_data_component
S1244,T1059.003,uses
T1087.004,T1087,subtechnique_of
S0377,T1685.004,uses
S0332,T1083,uses
S0283,T1552.001,uses
S0473,T1057,uses
S0198,T1053.005,uses
G0034,T1105,uses
S0538,T1053.005,uses
S1131,T1056,uses
S0589,T1047,uses
C0017,S0002,uses
AN1319,DC0063,monitors_data_component
S1242,T1673,uses
S1213,T1059.006,uses
G0119,T1583,uses
G1046,T1036.005,uses
AN1219,DC0064,monitors_data_component
S1022,T1573.001,uses
C0032,T1070.006,uses
AN0156,DC0032,monitors_data_component
S1043,T1119,uses
C0023,S0051,uses
DET0104,AN0287,has_analytic
AN0712,DC0059,monitors_data_component
S1043,T1124,uses
AN0081,DC0078,monitors_data_component
AN0517,DC0064,monitors_data_component
S0098,T1113,uses
DET0227,AN0635,has_analytic
S0543,T1041,uses
M1026,T1542.003,mitigates
G0032,T1585.002,uses
S0674,T1008,uses
S1134,T1561.002,uses
G1033,T1539,uses
AN0621,DC0035,monitors_data_component
G0092,S0552,uses
S0260,T1010,uses
S1217,T1675,uses
M1050,D3-ITF,mapped_to_d3fend_technique
D3-FE,DA-FILE,encrypts
S0661,T1083,uses
AN0621,DC0021,monitors_data_component
M1026,T1552.007,mitigates
T1680,TA0007,belongs_to_tactic
G0027,S0154,uses
G0032,T1070.006,uses
S0455,T1140,uses
DET0123,AN0343,has_analytic
S0192,T1046,uses
G0035,S0094,uses
AN1360,DC0085,monitors_data_component
G1055,T1119,uses
S9019,T1480,uses
T1597.001,T1597,subtechnique_of
S0373,T1055.012,uses
AN2036,DC0082,monitors_data_component
S1213,T1176.001,uses
D3-HCI,DA-HARDWARE-DEVICE,inventories
DET0319,AN0902,has_analytic
G0065,T1003,uses
S0236,T1069.001,uses
AN1006,DC0088,monitors_data_component
AN0688,DC0079,monitors_data_component
S1227,T1573.001,uses
S0354,T1059.001,uses
T1027.018,TA0005,belongs_to_tactic
S0449,T1027.016,uses
AN1586,DC0064,monitors_data_component
OA-PASSWORD,T1110.001,accesses
S0341,T1218.010,uses
AN0767,DC0039,monitors_data_component
S1210,T1090,uses
AN0332,DC0032,monitors_data_component
S1050,T1106,uses
S0332,T1090,uses
AN0986,DC0034,monitors_data_component
T1027.013,TA0005,belongs_to_tactic
S0343,T1560,uses
DET0524,T1205,detects
C0015,T1588.002,uses
M1038,T1564.003,mitigates
S1115,T1105,uses
S0180,T1070.004,uses
AN0715,DC0032,monitors_data_component
AN0921,DC0032,monitors_data_component
S0170,T1071.001,uses
AN1640,DC0088,monitors_data_component
S0274,T1016,uses
AN0209,DC0032,monitors_data_component
C0015,T1018,uses
AN1420,DC0032,monitors_data_component
G0040,T1204.001,uses
S0117,T1027.016,uses
G0022,T1547.001,uses
M1047,T1606.002,mitigates
S0622,T1119,uses
S0570,T1134.001,uses
DET0174,AN0494,has_analytic
G0040,T1005,uses
S1153,T1614.001,uses
S0559,T1001.002,uses
S9010,T1217,uses
S0622,T1124,uses
AN0316,DC0032,monitors_data_component
M1024,T1489,mitigates
S0520,T1132.001,uses
S1184,T1573.002,uses
S0147,T1027.007,uses
S0615,T1007,uses
S0089,T1547.009,uses
S0588,T1053.003,uses
G0016,T1595.002,uses
OA-EXECUTABLE-FILE,T1574.008,creates
AN0612,DC0072,monitors_data_component
AN1483,DC0082,monitors_data_component
G1005,T1588.002,uses
S0673,T1083,uses
S0527,T1553.002,uses
G0016,S0560,uses
S0492,T1059.004,uses
S1228,T1036.005,uses
DET0594,T1003.006,detects
M1032,T1098.005,mitigates
S0022,T1001.003,uses
AN1195,DC0032,monitors_data_component
S1239,T1574.001,uses
G0067,S0219,uses
G0129,T1574.005,uses
AN1273,DC0061,monitors_data_component
S0401,T1059.004,uses
DET0018,AN0052,has_analytic
AN1637,DC0038,monitors_data_component
DA-HARDWARE-DEVICE,OA-DIGITAL-CAMERA,targets
S0398,T1113,uses
S1207,T1555.003,uses
S0652,T1518.001,uses
DET0060,AN0166,has_analytic
S0464,T1204.002,uses
AN0408,DC0064,monitors_data_component
T1219.001,T1219,subtechnique_of
AN1540,DC0032,monitors_data_component
G1001,T1021.001,uses
S0332,T1012,uses
S1247,T1007,uses
G0129,T1204.001,uses
S0013,T1027.007,uses
S1162,T1486,uses
G0040,T1105,uses
S0090,T1113,uses
S1011,T1564,uses
AN0178,DC0085,monitors_data_component
G0035,T1074.001,uses
DET0015,AN0047,has_analytic
S1153,T1033,uses
S0606,T1548.002,uses
G0082,T1543.003,uses
S1245,T1082,uses
S0079,T1083,uses
AN1505,DC0088,monitors_data_component
S0390,T1059.003,uses
G0128,T1547.001,uses
G1018,T1608.001,uses
AN1534,DC0064,monitors_data_component
S1159,T1105,uses
S0192,T1059.001,uses
S1185,T1083,uses
S9031,T1574.001,uses
AN0587,DC0078,monitors_data_component
G0049,T1505.003,uses
T1588.003,TA0042,belongs_to_tactic
AN0085,DC0016,monitors_data_component
S0367,T1114.001,uses
S0242,T1027,uses
AN1070,DC0032,monitors_data_component
T1176.002,TA0003,belongs_to_tactic
S1018,T1036.005,uses
S0512,T1016,uses
G0022,T1204.001,uses
T1136.002,TA0003,belongs_to_tactic
S1155,T1071.001,uses
AN0999,DC0061,monitors_data_component
AN0930,DC0032,monitors_data_component
G0022,T1005,uses
DET0444,AN1225,has_analytic
D3-HS,DA-PROCESS,terminates
G0035,T1136.001,uses
S1070,T1204.002,uses
S0366,T1564.001,uses
S1226,T1027.013,uses
S1027,T1083,uses
S0673,T1132.001,uses
S0668,T1029,uses
G0064,S0349,uses
S0552,T1087.002,uses
S1193,T1059.005,uses
G0094,T1587,uses
G0094,T1190,uses
S0659,T1106,uses
C0063,T1114.002,uses
DET0412,AN1158,has_analytic
S0151,T1113,uses
S0438,T1115,uses
AN0069,DC0055,monitors_data_component
C0030,T1056.003,uses
DET0114,AN0317,has_analytic
S1221,T1027.013,uses
S0352,T1571,uses
S0251,T1547.001,uses
S0667,T1005,uses
G0032,T1218,uses
G0143,T1059.004,uses
AN0274,DC0060,monitors_data_component
T1078.001,TA0005,belongs_to_tactic
DET0524,AN1451,has_analytic
G0102,T1021.001,uses
M1015,T1552.006,mitigates
AN1354,DC0032,monitors_data_component
G0117,S0029,uses
AN0364,DC0064,monitors_data_component
S0357,T1047,uses
G1009,S1034,uses
AN1448,DC0078,monitors_data_component
G1033,S1140,uses
S0236,T1027.001,uses
AN1002,DC0064,monitors_data_component
DET0043,T1614,detects
S0151,T1082,uses
DET0346,AN0982,has_analytic
G1053,T1587.003,uses
G0010,T1049,uses
M1041,T1649,mitigates
AN0427,DC0085,monitors_data_component
D3-PSA,DA-PROCESS,analyzes
S0157,T1082,uses
S0267,T1033,uses
AN0746,DC0038,monitors_data_component
S0496,T1059.001,uses
S1233,T1553.002,uses
S1044,T1057,uses
AN0472,DC0039,monitors_data_component
AN0283,DC0021,monitors_data_component
S0412,T1056.004,uses
D3-APLM,D3-TAC-MODEL,belongs_to_tactic
S0034,T1095,uses
DET0395,T1548.004,detects
G0081,T1091,uses
G0050,T1046,uses
S0363,T1106,uses
DET0320,T1049,detects
S0538,T1071.001,uses
S0471,T1027.003,uses
AN0634,DC0038,monitors_data_component
G1022,S1100,uses
S1201,T1036.005,uses
S1065,T1027.013,uses
S1125,T1529,uses
S0187,T1132.001,uses
G0125,T1059.003,uses
S0455,T1059.007,uses
AN1408,DC0061,monitors_data_component
T1606.002,T1606,subtechnique_of
G0022,T1105,uses
S1188,T1505.003,uses
T1113,TA0009,belongs_to_tactic
DET0145,AN0406,has_analytic
S0455,T1553.002,uses
T1564.005,TA0005,belongs_to_tactic
S0651,T1083,uses
S0674,T1082,uses
S0177,T1055.011,uses
G0093,S0013,uses
S0586,T1680,uses
G0027,S0104,uses
T1585.002,T1585,subtechnique_of
G0080,T1518.001,uses
S0567,T1056.001,uses
S0673,T1012,uses
G0117,T1555.005,uses
AN0870,DC0018,monitors_data_component
S0260,T1119,uses
AN0976,DC0021,monitors_data_component
S0115,T1547.001,uses
S0338,T1547.001,uses
S0667,T1105,uses
DET0457,AN1256,has_analytic
G0039,T1003,uses
S0401,T1008,uses
DET0816,T1597.001,detects
S1016,T1057,uses
S0260,T1124,uses
G0067,T1189,uses
S0129,T1548.002,uses
G0106,T1046,uses
G0094,T1550.002,uses
G0018,T1083,uses
AN1474,DC0032,monitors_data_component
M1040,T1137.006,mitigates
G0010,T1134.002,uses
G0084,T1566.001,uses
S1063,T1620,uses
C0029,T1572,uses
AN1189,DC0082,monitors_data_component
G0081,T1071.004,uses
DA-OUTBOUND-NETWORK-TRAFFIC,OA-OUTBOUND-INTERNET-ENCRYPTED-TRAFFIC,targets
G0117,S0508,uses
S9023,T1008,uses
M1047,T1686.001,mitigates
S0559,T1047,uses
S0666,T1134,uses
AN0550,DC0034,monitors_data_component
AN1965,DC0003,monitors_data_component
S0266,T1007,uses
DET0219,AN0612,has_analytic
G0142,T1059.001,uses
G0065,T1505.003,uses
AN0392,DC0055,monitors_data_component
S0410,T1070.004,uses
S1029,T1059.003,uses
S1245,T1560.001,uses
G0045,S0039,uses
S0692,T1007,uses
G0119,T1078,uses
S0395,T1140,uses
C0051,T1090.001,uses
S0439,T1059.003,uses
DET0314,AN0876,has_analytic
G0081,T1046,uses
AN0751,DC0064,monitors_data_component
S0612,T1027.016,uses
G0051,T1059.001,uses
G0114,T1106,uses
S0604,T1554,uses
C0014,T1190,uses
S0526,T1041,uses
S0256,T1033,uses
DET0224,T1559.001,detects
D3-SVCDM,D3-TAC-MODEL,belongs_to_tactic
AN1497,DC0038,monitors_data_component
S0264,T1027,uses
AN0779,DC0032,monitors_data_component
DET0356,T1499.001,detects
G1039,T1547.001,uses
S0268,T1547.001,uses
G0020,T1564.005,uses
S0144,T1105,uses
S0696,T1106,uses
AN0639,DC0078,monitors_data_component
AN0401,DC0016,monitors_data_component
DET0832,T1596.002,detects
G1018,S0670,uses
S0534,T1055,uses
DET0357,AN1016,has_analytic
C0046,T1082,uses
S0633,T1090.001,uses
G0128,T1105,uses
OA-CONFIGURATION-RESOURCE,T1546.014,modifies
AN2035,DC0082,monitors_data_component
S0579,T1105,uses
G0087,T1546.010,uses
S0528,T1574.001,uses
S0468,T1014,uses
AN0663,DC0085,monitors_data_component
AN2024,DC0101,monitors_data_component
S1163,T1059.004,uses
AN0077,DC0064,monitors_data_component
S0373,T1574.001,uses
S0409,T1057,uses
M1032,T1072,mitigates
DET0386,AN1087,has_analytic
S1087,T1090.003,uses
S9007,T1071.001,uses
AN1516,DC0039,monitors_data_component
AN0921,DC0020,monitors_data_component
G0044,S0141,uses
M1056,T1593.002,mitigates
G1047,T1049,uses
S0559,T1016,uses
G0016,S0100,uses
T1566.001,TA0001,belongs_to_tactic
S0144,T1553.002,uses
S1100,T1106,uses
G0050,T1059.001,uses
S0022,T1012,uses
S0152,T1123,uses
C0022,T1591.004,uses
G0096,T1078,uses
G1040,T1685,uses
C0022,T1505.004,uses
DET0329,T1490,detects
S1087,T1057,uses
S0251,T1105,uses
G0007,S0410,uses
M1051,T1176,mitigates
S0236,T1083,uses
AN1169,DC0082,monitors_data_component
S1032,T1140,uses
S0089,T1016,uses
S0457,T1027.009,uses
C0060,T1685.005,uses
S1180,T1012,uses
S9008,T1119,uses
OA-URL,T1189,produces
M1026,T1555.006,mitigates
S0117,T1573.002,uses
DET0304,AN0850,has_analytic
G0125,T1590.005,uses
G1001,T1110,uses
D3-HD,DA-EMAIL,analyzes
M1015,T1078.004,mitigates
DET0345,T1548,detects
AN0745,DC0018,monitors_data_component
M1031,T1071.002,mitigates
T1590,TA0043,belongs_to_tactic
S0091,T1049,uses
S0130,T1016,uses
S0220,T1573.001,uses
M1018,T1613,mitigates
S0455,T1105,uses
G0092,S0383,uses
G0034,T1566.002,uses
S0051,T1082,uses
S0148,T1027,uses
G0075,T1059.003,uses
S1149,T1027,uses
S1130,T1583.001,uses
S0251,T1573.002,uses
C0014,T1071.001,uses
G0059,T1584.001,uses
AN0264,DC0064,monitors_data_component
AN1346,DC0088,monitors_data_component
DET0407,AN1139,has_analytic
AN0342,DC0032,monitors_data_component
T1574.008,TA0005,belongs_to_tactic
G0107,T1059,uses
S1066,T1112,uses
G1039,T1204.001,uses
G0010,T1055.001,uses
G0049,S1166,uses
S1111,T1134.004,uses
AN0603,DC0032,monitors_data_component
S0350,T1016,uses
G1055,T1583.003,uses
S0076,T1001.003,uses
S0681,T1055.001,uses
AN0273,DC0032,monitors_data_component
S0623,T1609,uses
S0376,T1059.003,uses
S0181,T1543.003,uses
AN0605,DC0061,monitors_data_component
G0043,S0336,uses
G0129,S1239,uses
S0115,T1105,uses
S0070,T1547.001,uses
S1148,T1119,uses
AN0153,DC0063,monitors_data_component
M1046,T1195.003,mitigates
C0024,T1539,uses
G0067,S0657,uses
G0034,T1033,uses
S1148,T1124,uses
AN0822,DC0032,monitors_data_component
M1036,T1078,mitigates
AN1555,DC0032,monitors_data_component
S1024,T1041,uses
AN0324,DC0001,monitors_data_component
G0061,S0481,uses
M1024,T1556,mitigates
C0044,T1140,uses
M1042,T1685,mitigates
AN0039,DC0032,monitors_data_component
AN1572,DC0064,monitors_data_component
S9022,T1555,uses
DET0081,AN0227,has_analytic
AN0034,DC0039,monitors_data_component
AN0227,DC0082,monitors_data_component
C0028,T1018,uses
DA-SYSTEM-CALL,OA-GET-SCREEN-CAPTURE,targets
OA-AUTHENTICATION-LOG,T1110.003,modifies
DET0324,AN0920,has_analytic
S0696,T1070,uses
S1085,T1057,uses
G0034,T1056.001,uses
AN0258,DC0001,monitors_data_component
DET0496,AN1368,has_analytic
C0056,T1205,uses
D3-PUM,D3-TAC-DETECT,belongs_to_tactic
M1046,T1601,mitigates
T1087.003,TA0007,belongs_to_tactic
M1054,T1602,mitigates
G1048,T1014,uses
S0259,T1070.004,uses
DET0342,AN0968,has_analytic
T1056.001,TA0006,belongs_to_tactic
T1216.002,T1216,subtechnique_of
T1134.001,T1134,subtechnique_of
M1042,T1218.015,mitigates
S0372,T1531,uses
G0136,T1588.002,uses
S0280,T1033,uses
T1491.002,T1491,subtechnique_of
AN0445,DC0032,monitors_data_component
D3-CR,DA-CREDENTIAL,deletes
AN0492,DC0078,monitors_data_component
G0066,S0206,uses
DET0495,AN1364,has_analytic
G1034,T1082,uses
S0572,T1083,uses
S0630,T1036.005,uses
S1160,T1140,uses
S0386,T1564.003,uses
AN0344,DC0042,monitors_data_component
G0096,T1104,uses
S1111,T1680,uses
S0367,T1087.003,uses
AN0494,DC0002,monitors_data_component
G0001,S0032,uses
T1025,TA0009,belongs_to_tactic
S0658,T1486,uses
G0027,T1018,uses
AN0635,DC0032,monitors_data_component
S1111,T1059.010,uses
DET0502,AN1388,has_analytic
OA-MAIL-SERVER,T1114.002,accesses
DET0285,AN0791,has_analytic
S0496,T1070.004,uses
S1178,T1102,uses
G0112,T1547.001,uses
C0012,T1003.002,uses
M1041,D3-ET,mapped_to_d3fend_technique
S1066,T1566.001,uses
T1505.001,TA0003,belongs_to_tactic
G0106,T1059.006,uses
G0034,T1204.002,uses
S0223,T1027.016,uses
S0447,T1059.003,uses
S0210,T1105,uses
G1032,T1021.001,uses
G0102,T1550.002,uses
G0027,T1608.002,uses
AN1216,DC0040,monitors_data_component
DET0485,T1568.001,detects
AN0736,DC0061,monitors_data_component
G1035,T1595.002,uses
S0046,T1082,uses
S0391,T1041,uses
OA-CREATE-PROCESS,T1218.011,invokes
D3-FCOA,D3-TAC-DETECT,belongs_to_tactic
S0698,T1570,uses
G0016,T1036.005,uses
T1055.005,T1055,subtechnique_of
AN1252,DC0032,monitors_data_component
AN1052,DC0032,monitors_data_component
AN0556,DC0039,monitors_data_component
DET0817,T1595.001,detects
G0010,T1685,uses
S1122,T1056.001,uses
S0538,T1005,uses
