source_id,target_id,relationship_type
G0049,T1201,uses
T1591.003,Reconnaissance,belongs_to_tactic
S0022,T1106,uses
G1018,S0198,uses
G0092,S0611,uses
G1054,S9023,uses
S0336,T1547.001,uses
G1030,T1110,uses
S0615,T1007,uses
G0007,T1598,uses
C0055,T1090.002,uses
S0428,T1027,uses
S0455,T1119,uses
S0266,T1055,uses
S0115,T1005,uses
M1018,T1021.001,mitigates
G0115,T1059.001,uses
T1598.002,Reconnaissance,belongs_to_tactic
S0282,T1070.004,uses
G0126,T1140,uses
G0045,T1074.002,uses
G0067,T1102.002,uses
G0048,T1219.002,uses
S0260,T1105,uses
S0091,T1087.001,uses
T1218.007,Stealth,belongs_to_tactic
S0372,T1553.002,uses
G0034,T1598.003,uses
D3-NETWORK-RESOURCE-ACCESS-MEDIATION,D3-TAC-ISOLATE,belongs_to_tactic
G0059,T1083,uses
S0183,T1090.003,uses
S1198,T1573.002,uses
G0035,T1583.003,uses
M1052,T1548,mitigates
G1006,T1595.002,uses
S0400,T1489,uses
G1055,T1102,uses
S0623,T1140,uses
S0583,T1016,uses
S0651,T1105,uses
OA-SYSTEM-CALL,T1055.008,invokes
D3-CF,D3-TAC-ISOLATE,belongs_to_tactic
G1002,T1583.001,uses
S1124,T1048.003,uses
S0402,T1564.009,uses
G0010,T1567.002,uses
DA-CERTIFICATE-FILE,OA-CERTIFICATE-FILE,targets
S0342,T1112,uses
G0081,T1119,uses
DET0475,T1218.011,detects
S9030,T1491.001,uses
S0136,T1070.004,uses
S0125,T1027.013,uses
D3-PHYSICAL-LINK-MAPPING,DA-NETWORK-NODE,maps
G1009,S0029,uses
G0094,T1568,uses
G0089,T1124,uses
DET0324,T1027.014,detects
M1038,T1546.010,mitigates
S1035,T1059.003,uses
G1001,T1555,uses
G0022,T1547.001,uses
G0089,T1518.001,uses
G0096,S0363,uses
G0046,T1125,uses
S0184,T1012,uses
G0046,T1059.001,uses
T1218.001,Stealth,belongs_to_tactic
S1239,T1053.005,uses
S0673,T1059.003,uses
S0495,T1132.002,uses
S0414,T1082,uses
S1025,T1082,uses
M1017,T1552,mitigates
OA-PROCESS-CODE-SEGMENT,T1068,modifies
S0564,T1059.003,uses
C0022,S0678,uses
DA-SYSTEM-INIT-CONFIGURATION,OA-SYSTEM-STARTUP-DIRECTORY,targets
G0035,T1114.002,uses
G0032,T1070,uses
S1075,T1566.001,uses
C0007,T1016,uses
S0080,T1547.001,uses
S0068,T1573.001,uses
S9034,T1195.001,uses
G1017,T1596.005,uses
C0048,T1071.001,uses
G0119,T1685,uses
S0380,T1113,uses
S0386,T1059.005,uses
S1034,T1106,uses
S0284,T1140,uses
S1154,T1129,uses
S0470,T1106,uses
G0080,T1027.010,uses
C0063,T1078.002,uses
S1178,T1047,uses
S0445,T1016,uses
S1180,T1689,uses
S1100,T1095,uses
G0046,T1583.001,uses
G0135,T1574.001,uses
S1235,T1543.003,uses
G0143,S0645,uses
S0373,T1552,uses
G1044,T1036.005,uses
G0019,T1036.004,uses
G1015,T1059.004,uses
S0257,T1082,uses
G1044,T1530,uses
D3-CH,D3-TAC-HARDEN,belongs_to_tactic
G0084,T1559.002,uses
G1055,T1219.002,uses
C0030,G0088,attributed-to
G0091,S0195,uses
G0037,T1074.002,uses
S0649,T1547.001,uses
S0595,T1554,uses
S0689,T1685,uses
T1563.001,T1563,subtechnique_of
S1202,T1120,uses
S0260,T1027,uses
S0688,T1489,uses
S0338,T1056.001,uses
M1033,T1204,mitigates
M1030,T1489,mitigates
C0063,T1570,uses
G0096,T1555,uses
G0016,T1110.001,uses
S1247,T1543.003,uses
S0453,T1087.001,uses
C0035,T1546,uses
S0581,T1055.001,uses
OA-ACCESS-TOKEN,T1134.003,copies
C0011,T1566.002,uses
S1027,T1007,uses
S0685,T1027.010,uses
T1001.002,Command and Control,belongs_to_tactic
G0049,S1166,uses
S0473,T1027.003,uses
G0114,T1046,uses
M1018,T1555.003,mitigates
G0121,T1016,uses
T1574.010,Execution,belongs_to_tactic
M1035,T1200,mitigates
G1046,T1021.004,uses
S0115,T1112,uses
T1596,Reconnaissance,belongs_to_tactic
S1166,T1082,uses
G1044,T1132.001,uses
S0691,T1112,uses
S0650,T1547.001,uses
G1001,S0363,uses
M1031,T1046,mitigates
M1028,T1003.002,mitigates
D3-CONTAINER-IMAGE-ANALYSIS,D3-TAC-MODEL,belongs_to_tactic
S1134,T1561.002,uses
T1608.005,Resource Development,belongs_to_tactic
S0089,T1049,uses
S0165,T1135,uses
S0367,T1571,uses
S0672,T1068,uses
G0004,T1057,uses
D3-MSM,D3-TAC-DETECT,belongs_to_tactic
S0052,T1499,uses
S0091,T1124,uses
C0027,T1090,uses
T1112,Persistence,belongs_to_tactic
T1059.011,Execution,belongs_to_tactic
S9015,T1057,uses
G1023,T1003.002,uses
M1018,T1134.002,mitigates
G0010,T1090,uses
S0363,T1547.005,uses
G0007,T1048.002,uses
S0670,T1125,uses
G0128,T1573.001,uses
G0081,T1052.001,uses
T1053.005,Privilege Escalation,belongs_to_tactic
T1213.004,Collection,belongs_to_tactic
S0635,T1036,uses
S0373,T1027.002,uses
G0007,T1078,uses
G1040,T1083,uses
T1205,Persistence,belongs_to_tactic
C0002,T1204.001,uses
S0330,T1518.001,uses
G1044,T1087.001,uses
S0491,T1090.003,uses
G0059,T1016.002,uses
D3-CONTENT-QUARANTINE,DA-DATABASE-RECORD,quarantines
S1017,T1105,uses
DA-FILE,OA-USER-STARTUP-SCRIPT-FILE,targets
DET0480,T1056.003,detects
G0016,S0512,uses
G1024,T1560.001,uses
S0412,T1007,uses
D3-DOMAIN-TRUST-POLICY,DA-DIRECTORY-SERVICE,restricts
M1051,T1212,mitigates
S0683,T1619,uses
S0412,T1071.001,uses
S1089,T1053.005,uses
G1019,S1089,uses
D3-OTP,D3-TAC-HARDEN,belongs_to_tactic
S0504,T1071.001,uses
S0337,T1071.003,uses
S1025,T1553.005,uses
G0007,S0162,uses
S0260,T1210,uses
S1101,T1119,uses
G0099,T1204.002,uses
S1100,T1218.011,uses
G0125,T1078.003,uses
G1053,T1486,uses
OA-CLOUD-USER-ACCOUNT,T1087.004,enumerates
S0198,T1566.002,uses
T1070.009,Stealth,belongs_to_tactic
S0187,T1027,uses
G0010,T1057,uses
S1164,T1036,uses
S0606,T1189,uses
S0434,T1123,uses
C0012,T1016,uses
S0518,T1106,uses
M1051,T1552,mitigates
S0373,T1059.005,uses
S0268,T1036.005,uses
S0673,T1614,uses
T1027.014,T1027,subtechnique_of
C0029,T1685,uses
S0570,T1486,uses
S0167,T1071.004,uses
S1032,T1059.006,uses
M1049,T1059,mitigates
T1586,Resource Development,belongs_to_tactic
DET0125,T1547.007,detects
S9024,T1553.002,uses
G0096,T1136.001,uses
OA-PROCESS-SEGMENT,T1210,may-modify
DET0144,T1558.001,detects
S0009,T1573.001,uses
S0488,T1047,uses
S0244,T1547.009,uses
G0102,T1555.004,uses
S0048,T1005,uses
D3-CNR,D3-TAC-ISOLATE,belongs_to_tactic
G0037,S0002,uses
S0476,T1027.011,uses
M1051,T1546.011,mitigates
S1238,T1553.002,uses
G0035,T1203,uses
S9022,T1552.006,uses
S0363,T1555.003,uses
OA-EXECUTABLE-SCRIPT,T1137.001,may-modify
S0486,T1057,uses
S1153,T1543.001,uses
G1046,T1048.002,uses
S0268,T1547.001,uses
S0268,T1132.001,uses
G1053,T1087.002,uses
T1003.008,Credential Access,belongs_to_tactic
G0010,T1105,uses
S0584,T1564.001,uses
S1039,T1497,uses
M1022,T1685.001,mitigates
S0587,T1205,uses
S0448,T1070,uses
G0094,S0032,uses
G0093,S1031,uses
S1018,T1005,uses
S9010,T1082,uses
S0378,T1069.001,uses
G1033,T1059.007,uses
S0172,T1560.003,uses
G0064,T1078.004,uses
M1028,T1556.008,mitigates
S1136,T1490,uses
S0131,T1547.001,uses
S0223,T1518.001,uses
M1020,D3-D3-NTA-NETWORK-TRAFFIC-ANALYSIS,mapped_to_d3fend_technique
S9036,T1078,uses
C0014,T1012,uses
S9009,T1005,uses
DA-EXECUTABLE-FILE,OA-WEB-SCRIPT-FILE,targets
S0032,T1129,uses
DET0079,T1563,detects
T1597.002,Reconnaissance,belongs_to_tactic
T1528,Credential Access,belongs_to_tactic
S0022,T1027.009,uses
S0511,T1059.001,uses
G0012,T1124,uses
G0094,T1176.001,uses
G0045,S0002,uses
S0011,T1005,uses
S1142,T1070.008,uses
G0119,S0612,uses
G0012,T1518.001,uses
M1018,T1078.002,mitigates
G0027,S0160,uses
S0089,T1057,uses
S0611,T1106,uses
G0049,T1566.003,uses
M1038,T1204.004,mitigates
S1246,T1124,uses
DA-NETWORK-TRAFFIC,OA-INTRANET-ADMINISTRATIVE-NETWORK-TRAFFIC,targets
T1053.006,Persistence,belongs_to_tactic
C0026,T1568,uses
C0029,S1117,uses
T1059.011,T1059,subtechnique_of
S0266,T1140,uses
S0387,T1564.003,uses
S0269,T1070.004,uses
S0039,T1569.002,uses
S0409,T1036.004,uses
S9020,T1027,uses
G1048,T1036.004,uses
M1017,T1213.001,mitigates
G0087,T1090.002,uses
D3-INPUT-DEVICE-ANALYSIS,D3-TAC-DETECT,belongs_to_tactic
S0348,T1059.003,uses
S0384,T1218.010,uses
G0087,T1071.004,uses
S0150,T1030,uses
G0050,T1105,uses
G0016,S0051,uses
M1018,T1563,mitigates
S0380,T1561.002,uses
S0250,T1135,uses
S0079,T1057,uses
S9014,T1554,uses
D3-TBI,D3-TAC-HARDEN,belongs_to_tactic
S0161,T1033,uses
C0053,T1090.003,uses
DET0165,T1070.003,detects
S0257,T1016,uses
DA-SOFTWARE,OA-KERNEL,targets
S1159,T1070.005,uses
S1246,T1555,uses
G0034,T1589.002,uses
G0096,T1135,uses
S0444,T1070.004,uses
G1014,T1564.001,uses
S0335,T1016,uses
S0662,T1112,uses
S0441,T1082,uses
C0038,T1588.003,uses
D3-FH,D3-TAC-DETECT,belongs_to_tactic
S1149,T1059.001,uses
M1026,T1556.001,mitigates
C0014,S0194,uses
S1229,T1033,uses
S0671,T1497.003,uses
G0049,T1082,uses
T1614.001,T1614,subtechnique_of
S0366,T1489,uses
C0015,T1069.001,uses
C0006,S0106,uses
G0096,S0006,uses
G0087,T1566.001,uses
S9008,T1543.002,uses
S0597,T1016.001,uses
G0067,S0216,uses
G1054,T1482,uses
S0464,T1204.002,uses
G0016,T1070.006,uses
S1160,T1069.002,uses
S0334,T1115,uses
S0631,T1140,uses
G0125,T1098,uses
S0455,T1574.001,uses
G0137,T1583.001,uses
G0134,T1204.001,uses
S0083,T1070.006,uses
S0149,T1124,uses
M1032,T1098.002,mitigates
S1244,T1685,uses
M1056,T1587,mitigates
G0062,T1059.005,uses
S1207,T1113,uses
C0061,T1550.002,uses
S0692,T1018,uses
T1608.001,Resource Development,belongs_to_tactic
OA-NETWORK-FILE-SHARE-RESOURCE,T1039,accesses
S0491,T1569.002,uses
T1567.001,Exfiltration,belongs_to_tactic
G0059,T1070.004,uses
S0678,T1049,uses
G1043,T1135,uses
S0260,T1027.005,uses
S0533,T1056.001,uses
S1121,T1543,uses
G1001,S0100,uses
T1564.011,T1564,subtechnique_of
OA-EXECUTABLE-FILE,T1565.003,may-modify
D3-SOFTWARE-UPDATE,D3-TAC-HARDEN,belongs_to_tactic
DET0538,T1572,detects
S0673,T1490,uses
G0045,T1190,uses
S1135,T1027.009,uses
S0171,T1059.003,uses
DET0019,T1027.008,detects
G0034,T1133,uses
S0084,T1008,uses
S1228,T1518.001,uses
S0256,T1573.001,uses
S0439,T1056.001,uses
DET0540,T1496.001,detects
M1021,T1528,mitigates
G1023,T1070,uses
T1127.001,Stealth,belongs_to_tactic
OA-ARCHIVE-FILE,T1560,creates
S0448,T1573.002,uses
S0659,T1106,uses
S1246,T1059.007,uses
G1016,T1589,uses
T1586.003,Resource Development,belongs_to_tactic
S1091,T1685.002,uses
S0017,T1056.001,uses
S0083,T1070.009,uses
G0094,T1547.001,uses
S1206,T1104,uses
DET0341,T1115,detects
G0050,T1027.013,uses
S1085,T1140,uses
T1068,Privilege Escalation,belongs_to_tactic
T1547.004,Privilege Escalation,belongs_to_tactic
C0058,T1657,uses
C0062,T1584.004,uses
DA-INBOUND-NETWORK-TRAFFIC,OA-INBOUND-INTERNET-MAIL-TRAFFIC,targets
S0021,T1055.001,uses
G0098,S0029,uses
M1040,T1137.006,mitigates
T1219.002,T1219,subtechnique_of
S0647,T1059.006,uses
D3-RESTORE-SOFTWARE,DA-SOFTWARE,restores
C0038,T1059.003,uses
S0486,T1105,uses
S0377,T1685.004,uses
M1042,T1649,mitigates
S0446,T1680,uses
C0017,T1003.002,uses
M1038,T1127,mitigates
G0007,T1030,uses
S9032,T1573.001,uses
T1574,Stealth,belongs_to_tactic
G0016,T1016.001,uses
S1152,T1543,uses
T1687,Defense Impairment,belongs_to_tactic
G1034,T1012,uses
S1034,T1005,uses
G0096,T1071.002,uses
M1033,T1059.006,mitigates
G0092,S0002,uses
G0092,S0039,uses
G0129,S1235,uses
T1546.007,Privilege Escalation,belongs_to_tactic
G0060,T1039,uses
S0129,T1059.001,uses
S9015,T1027.013,uses
S0512,T1106,uses
G0094,S0252,uses
S0187,T1027.005,uses
S0400,T1486,uses
S0131,T1027.013,uses
OA-HARDWARE-DEVICE,T1200,connects
C0002,T1005,uses
M1018,T1685.004,mitigates
G0059,T1114,uses
G0069,T1074.001,uses
S0496,T1047,uses
M1033,T1059.011,mitigates
G0059,T1071,uses
S0409,T1560,uses
M1026,T1059.009,mitigates
G1017,T1016,uses
T1036.008,T1036,subtechnique_of
S9010,T1571,uses
S0113,T1518.001,uses
S0378,T1056.001,uses
G0096,T1037,uses
S1196,T1059.003,uses
G0090,T1059.003,uses
G1051,T1686,uses
S0673,T1124,uses
G0007,T1110.003,uses
S0278,T1037.004,uses
G0030,T1112,uses
S0269,T1053.005,uses
S9010,T1217,uses
G0037,T1555.003,uses
S0635,T1033,uses
S1139,T1566,uses
G0078,S0385,uses
M1032,T1114,mitigates
S1172,T1102.002,uses
G0053,T1110,uses
G0047,T1112,uses
OA-APPLICATION-CONFIGURATION-FILE,T1547.011,modifies
S0501,T1106,uses
G1005,T1567.002,uses
S0632,T1027,uses
C0060,T1016,uses
G1053,T1530,uses
S1023,T1071.001,uses
S0657,T1555.003,uses
S0660,T1071,uses
S1130,T1033,uses
S0693,T1561.002,uses
S1160,T1105,uses
S1196,T1041,uses
M1041,T1114.003,mitigates
S0239,T1012,uses
S9033,T1027,uses
G0092,T1218.007,uses
S1034,T1083,uses
S0236,T1201,uses
S1014,T1059.003,uses
S1111,T1059.003,uses
G0117,T1021.001,uses
S0587,T1040,uses
S0171,T1132.001,uses
G0003,T1557.002,uses
G1041,T1027.004,uses
DET0106,T1055.002,detects
S1245,T1059.001,uses
DET0224,T1559.001,detects
G0080,T1055,uses
G0022,T1090.002,uses
G0125,S0029,uses
S1059,T1074.001,uses
S0024,T1033,uses
T1048.003,T1048,subtechnique_of
M1056,T1595,mitigates
S0132,T1105,uses
G0009,T1047,uses
S0352,T1543.001,uses
OA-CLOUD-CONFIGURATION,T1562.007,modifies
G0096,S0225,uses
S9032,T1112,uses
S0684,T1087.004,uses
S0090,T1074.001,uses
G0119,T1021.004,uses
S0093,T1046,uses
T1190,Initial Access,belongs_to_tactic
S9014,T1489,uses
T1547.007,Persistence,belongs_to_tactic
T1619,Discovery,belongs_to_tactic
S0666,T1140,uses
OA-GET-SCREEN-CAPTURE,T1113,may-invoke
G0033,T1059.001,uses
S0378,T1548.002,uses
G0102,T1567.002,uses
S0547,T1083,uses
G0140,T1583.006,uses
S1207,T1082,uses
D3-IOPR,D3-TAC-ISOLATE,belongs_to_tactic
S1027,T1680,uses
G0019,S0061,uses
S1044,T1010,uses
S1086,T1104,uses
S0334,T1027.002,uses
G0016,T1036.005,uses
C0058,T1119,uses
M1027,T1601,mitigates
S0371,T1547.001,uses
T1571,Command and Control,belongs_to_tactic
C0016,T1203,uses
S0252,T1082,uses
S0458,T1059.005,uses
G0010,T1564.012,uses
S1180,T1082,uses
G0016,S0513,uses
S0083,T1036.005,uses
D3-ODM,D3-TAC-MODEL,belongs_to_tactic
DA-NETWORK-TRAFFIC,OA-OUTBOUND-INTERNET-ENCRYPTED-REMOTE-TERMINAL-TRAFFIC,targets
S1245,T1082,uses
S0148,T1218.011,uses
G0019,S0039,uses
S0630,T1036.005,uses
G0123,T1595.003,uses
G0059,T1053.005,uses
G0008,S0030,uses
S1212,T1547.001,uses
M1041,T1552.004,mitigates
G1003,T1005,uses
S0030,T1055.002,uses
G0065,T1595.002,uses
S1029,T1547.001,uses
S0262,T1053.005,uses
T1583.002,T1583,subtechnique_of
S1207,T1622,uses
S0629,T1573.001,uses
G0062,T1204.002,uses
S9007,T1548.002,uses
S0688,T1685.005,uses
T1074.002,Collection,belongs_to_tactic
S0023,T1573.002,uses
G1019,T1027.002,uses
M1035,T1133,mitigates
C0002,T1112,uses
D3-MBT,D3-TAC-DETECT,belongs_to_tactic
D3-FIRMWARE-EMBEDDED-MONITORING-CODE,DA-FIRMWARE,analyzes
C0024,T1021.001,uses
S0115,T1016,uses
S0554,T1218.011,uses
S1015,T1082,uses
M1021,D3-D3-ITF-INBOUND-TRAFFIC-FILTERINGD3-DNSDL-DNS-DENYLISTINGD3-DNSAL-DNS-ALLOWLISTINGD3-NTA-NETWORK-TRAFFIC-ANALYSISD3-FA-FILE-ANALYSISD3-OTF-OUTBOUND-TRAFFIC-FILTERINGD3-UA-URL-ANALYSIS,mapped_to_d3fend_technique
S1084,T1090.002,uses
G0016,T1547.001,uses
C0022,T1059.001,uses
S0265,T1059.003,uses
G0129,S1233,uses
S0113,T1025,uses
G0050,T1021.002,uses
S0650,T1090.002,uses
G0010,T1027.005,uses
C0047,T1566.002,uses
S0357,T1003.004,uses
S0019,T1112,uses
S0630,T1547.001,uses
T1574.012,T1574,subtechnique_of
S0038,T1078,uses
S0496,T1027.013,uses
DET0295,T1055.003,detects
S0253,T1547.001,uses
S1198,T1083,uses
T1593.003,Reconnaissance,belongs_to_tactic
T1547.014,Privilege Escalation,belongs_to_tactic
S1247,T1688,uses
G0094,T1027.013,uses
S0094,T1074.001,uses
G0026,S0070,uses
S0461,T1546.012,uses
M1054,T1667,mitigates
OA-DEFAULT-USER-ACCOUNT,T1078.001,uses
S1152,T1071.003,uses
G0098,S0435,uses
G1032,T1047,uses
S0339,T1083,uses
S0142,T1218.011,uses
G1003,T1654,uses
S1114,T1105,uses
S0477,T1053.005,uses
M1047,T1558.005,mitigates
S0634,T1140,uses
G0026,S0124,uses
S0367,T1210,uses
S0367,T1040,uses
S9034,T1480,uses
S0128,T1132,uses
G0065,T1546.003,uses
G0136,T1583.001,uses
S0358,T1087.003,uses
M1018,T1610,mitigates
G0045,S0152,uses
G0129,T1059.005,uses
S1232,T1106,uses
S0665,T1140,uses
M1043,T1599.001,mitigates
S1130,T1036.004,uses
G0103,T1566.002,uses
S0680,T1518.001,uses
S0533,T1489,uses
S0385,T1070.009,uses
S0365,T1489,uses
T1556.007,Credential Access,belongs_to_tactic
S1133,T1561.001,uses
S0259,T1543.003,uses
S0457,T1685,uses
D3-AL,D3-TAC-EVICT,belongs_to_tactic
S0201,T1071.002,uses
M1017,T1684,mitigates
S0184,T1069.001,uses
G0016,S0588,uses
S1183,T1059.007,uses
S0456,T1095,uses
S0622,T1083,uses
S1096,T1083,uses
G0098,T1588.002,uses
G0106,T1552.004,uses
S9027,T1622,uses
S1111,T1665,uses
S0082,T1027.013,uses
G0035,T1021.001,uses
G0077,T1555.003,uses
S0331,T1047,uses
S1075,T1005,uses
G0094,T1027.007,uses
OA-PASSWORD-FILE,T1033,may-access
T1036.003,T1036,subtechnique_of
T1053,Persistence,belongs_to_tactic
G0114,T1110.003,uses
C0024,T1083,uses
G1006,T1583.006,uses
S0373,T1041,uses
S0560,T1036.005,uses
G0065,T1553.002,uses
C0043,T1573.002,uses
G0010,T1021.002,uses
C0057,T1543.004,uses
G1022,T1686,uses
S0349,T1003.004,uses
D3-USICA,D3-TAC-DETECT,belongs_to_tactic
G1055,T1679,uses
S1110,T1005,uses
S0554,T1059.003,uses
G0047,T1039,uses
S0518,T1112,uses
S0368,T1036,uses
S0487,T1556,uses
S0428,T1059.011,uses
T1134.003,Privilege Escalation,belongs_to_tactic
S0617,T1490,uses
S0064,T1071.001,uses
G0027,T1074.001,uses
S1189,T1572,uses
S0233,T1059.003,uses
S0611,T1083,uses
G1017,T1594,uses
G0027,T1070.004,uses
G1004,T1098.003,uses
S0559,T1027.015,uses
G0096,T1569.002,uses
S0559,T1685,uses
T1218.002,T1218,subtechnique_of
G0016,S0636,uses
C0057,T1218.015,uses
M1018,T1528,mitigates
S0015,T1083,uses
DA-LOG,OA-AUTHENTICATION-LOG,targets
G0092,T1555.003,uses
C0061,T1036.005,uses
S0650,T1518,uses
G1017,T1590.004,uses
C0014,T1190,uses
S0649,T1033,uses
C0029,T1021.002,uses
G0049,S0170,uses
S1017,T1566.001,uses
G0028,T1059.003,uses
S1138,T1140,uses
OA-INTERNET-NETWORK-TRAFFIC,T1048,produces
S1144,T1572,uses
T1480.001,Stealth,belongs_to_tactic
T1087.001,T1087,subtechnique_of
S1134,T1561.001,uses
C0055,T1190,uses
M1026,T1556.004,mitigates
G1051,T1033,uses
S0491,T1059.001,uses
S0127,T1057,uses
S0049,T1057,uses
M1035,T1610,mitigates
S0601,T1105,uses
G0007,T1204.002,uses
S0019,T1071.002,uses
T1547.002,T1547,subtechnique_of
G1048,T1190,uses
G1036,T1587.001,uses
T1195.003,Initial Access,belongs_to_tactic
G0016,S0516,uses
S0391,T1203,uses
S0361,T1564.004,uses
G0067,T1059.005,uses
S0632,T1027.001,uses
M1047,T1606.002,mitigates
G1052,T1090,uses
C0063,T1140,uses
G0102,T1105,uses
G1033,T1583,uses
S0650,T1033,uses
S1139,T1570,uses
G0018,T1082,uses
S1018,T1218.004,uses
S0366,T1486,uses
D3-ANCI,D3-TAC-EVICT,belongs_to_tactic
S0347,T1059.003,uses
T1542.002,Persistence,belongs_to_tactic
S0125,T1048.003,uses
S0192,T1071.001,uses
G0059,T1592.002,uses
M1021,T1567.003,mitigates
S0168,T1105,uses
G0059,T1585.001,uses
S0343,T1543.003,uses
S0234,T1070.004,uses
M1026,T1505.001,mitigates
M1026,T1553,mitigates
S0531,T1057,uses
DET0089,T1056.001,detects
G0093,T1003.002,uses
G1045,T1587.001,uses
DET0828,T1590.003,detects
M1030,T1048.001,mitigates
S0089,T1021.002,uses
S0455,T1553.002,uses
S0039,T1070.005,uses
C0040,T1074.001,uses
T1542.004,Persistence,belongs_to_tactic
M1054,T1566.001,mitigates
S0237,T1497.001,uses
D3-USER-GEOLOCATION-LOGON-PATTERN-ANALYSIS,D3-TAC-DETECT,belongs_to_tactic
T1056,Collection,belongs_to_tactic
C0040,T1070.004,uses
G1015,S0670,uses
S0248,T1083,uses
S1044,T1016,uses
S1050,T1057,uses
S1212,T1027.013,uses
C0022,T1583.001,uses
G1052,T1567.002,uses
S0331,T1087.001,uses
OA-DIRECTORY,T1564.006,may-create
G0050,S0156,uses
S0273,T1090,uses
S0658,T1041,uses
S9003,T1557,uses
S0446,T1685,uses
S0357,T1558.003,uses
G0047,T1091,uses
S0213,T1123,uses
S0639,T1486,uses
S0582,T1140,uses
G0067,T1059.006,uses
S0396,T1071.001,uses
DA-FILE,OA-OPERATING-SYSTEM-LOG-FILE,targets
G0092,T1027.010,uses
S0021,T1123,uses
S0599,T1496.001,uses
S1229,T1018,uses
S0410,T1082,uses
S0105,T1082,uses
S0186,T1012,uses
S0435,T1057,uses
S0351,T1033,uses
S1087,T1090.003,uses
C0004,T1133,uses
M1041,T1602.001,mitigates
G0049,S0349,uses
G0006,T1566.002,uses
C0044,G0049,attributed-to
S0013,T1140,uses
G0085,T1059.005,uses
S0446,T1016,uses
G1023,S0057,uses
G0082,T1056.001,uses
G0009,S0021,uses
G0139,T1543.003,uses
G1055,T1585.001,uses
G0067,T1204.002,uses
S0694,T1105,uses
S0583,T1110,uses
S0266,T1110.004,uses
S1048,T1497.001,uses
G0046,T1553.002,uses
OA-OUTBOUND-INTERNET-WEB-TRAFFIC,T1567,produces
S0098,T1125,uses
C0042,T1587.001,uses
G1020,T1608.004,uses
S0534,T1082,uses
S0512,T1005,uses
S0402,T1176.001,uses
S0273,T1057,uses
G1017,T1218,uses
DET0827,T1588.005,detects
G0050,T1033,uses
S1019,T1036.005,uses
T1539,Credential Access,belongs_to_tactic
S0384,T1219,uses
S1064,T1053.005,uses
D3-AUTHENTICATION-CACHE-INVALIDATION,DA-CREDENTIAL,deletes
S0698,T1046,uses
S0534,T1614.001,uses
G0125,T1589.002,uses
S0032,T1569.002,uses
S1111,T1490,uses
G0127,T1071.001,uses
S0127,T1055.012,uses
S0004,T1113,uses
T1098,Persistence,belongs_to_tactic
M1054,T1602.002,mitigates
M1026,T1059,mitigates
S1059,T1057,uses
S1090,T1083,uses
S0236,T1082,uses
D3-CNE,D3-TAC-ISOLATE,belongs_to_tactic
S0385,T1132.001,uses
OA-GET-RUNNING-PROCESSES,T1057,may-invoke
S1242,T1082,uses
M1051,T1195.002,mitigates
C0061,S9028,uses
S0512,T1573.001,uses
S0681,T1055,uses
G1047,T1133,uses
G0143,T1005,uses
S0434,T1041,uses
S0633,T1001.002,uses
S1223,T1573.001,uses
G0129,T1071.001,uses
DET0452,T1553,detects
S0011,T1016,uses
OA-FILE,T1072,adds
S0455,T1129,uses
G0102,T1021.006,uses
S0070,T1027,uses
C0014,T1069.001,uses
S1148,T1105,uses
OA-EXECUTABLE-FILE,T1574.009,creates
S0673,T1112,uses
S0531,T1547.001,uses
S0340,T1074.001,uses
G1048,T1203,uses
S0400,T1490,uses
S0192,T1041,uses
S1037,T1074.001,uses
S0455,T1102.003,uses
S0204,T1218.011,uses
G1017,T1078,uses
S0067,T1552.001,uses
S0029,T1543.003,uses
G0032,T1021.001,uses
OA-OUTBOUND-INTERNET-ENCRYPTED-WEB-TRAFFIC,T1090.004,produces
G0121,T1059.005,uses
G0077,T1588.002,uses
G0082,T1548.002,uses
S0689,T1059.005,uses
M1037,T1090,mitigates
OA-GROUP-POLICY,T1615,reads
S1081,T1055.004,uses
G0069,T1547.001,uses
S0569,T1573.001,uses
S9036,T1560,uses
T1218.007,T1218,subtechnique_of
DET0829,T1583.007,detects
S0356,T1027.002,uses
S0644,T1025,uses
DA-NETWORK-NODE,OA-WEB-SERVER,targets
G0061,T1016.001,uses
S0697,T1083,uses
T1566.003,T1566,subtechnique_of
G0106,T1014,uses
DA-NETWORK-TRAFFIC,OA-OUTBOUND-INTERNET-DNS-LOOKUP-TRAFFIC,targets
G0087,S0002,uses
S0182,T1056.004,uses
S0198,T1102,uses
G1048,T1059.012,uses
M1028,T1003.005,mitigates
G0143,T1654,uses
G0035,S0029,uses
S1247,T1059.003,uses
G1026,T1555.003,uses
M1018,T1547.004,mitigates
S0526,T1056.001,uses
DET0029,T1137.003,detects
S0603,T1543.003,uses
M1026,T1003.004,mitigates
S0154,T1105,uses
S1086,T1055.012,uses
C0061,T1087.001,uses
S0402,T1036.005,uses
G0129,T1566.002,uses
G0127,T1059.003,uses
T1546.008,Privilege Escalation,belongs_to_tactic
S1019,T1027.013,uses
DA-FILE,OA-COMPILER-CONFIGURATION-FILE,targets
S0235,T1547.001,uses
T1574.008,T1574,subtechnique_of
S9039,T1480,uses
S1200,T1480,uses
C0057,T1189,uses
S0455,T1518,uses
S0271,T1059.003,uses
G0007,T1199,uses
S0331,T1555,uses
S0650,T1482,uses
T1027.007,T1027,subtechnique_of
S0352,T1059.001,uses
DA-FILE,OA-SHARED-LIBRARY-FILE,targets
