source_id,target_id,relationship_type
CM1150,T1055,mitigates
CREF-APP-12,T1594,mitigates_architecturally
ZIG-ACT-6.7.1,T1491,mitigates
ZIG-ACT-7.2.1,T1021,mitigates
ZIG-ACT-7.2.5,T1039,mitigates
CREF-APP-12,T1552,mitigates_architecturally
CM2015,ZIG-ACT-5.2.4,implements_activity
ZIG-ACT-4.5.3,T1207,mitigates
ZIG-ACT-7.5.2,T1106,mitigates
CM2034,SI-4(2),satisfies_control
CM2008,ZIG-ACT-4.6.2,implements_activity
CM1101,CREF-APP-14,implements_approach
CREF-APP-47,T1120,mitigates_architecturally
CM2044,ZIG-ACT-2.2.1,implements_activity
CM2044,ZIG-ACT-3.2.1,implements_activity
CSA-03,CREF-TECH-11,associated_with_technique
ZIG-ACT-3.3.4,T1005,mitigates
ZIG-ACT-4.4.1,T1586,mitigates
CM1146,ZIG-ACT-3.4.6,implements_activity
M1037,ZIG-ACT-4.5.3,implements_activity
ZIG-ACT-2.3.5,T1601,mitigates
CM2008,ZIG-ACT-4.5.1,implements_activity
ZIG-ACT-6.1.2,T1123,mitigates
ZIG-ACT-7.5.1,T1556,mitigates
ZIG-ACT-7.2.2,T1027,mitigates
ZIG-ACT-5.4.1,T1495,mitigates
M1050,ZIG-ACT-2.3.1,implements_activity
ZIG-ACT-5.3.1,T1048,mitigates
ZIG-ACT-3.4.1,T1599,mitigates
CM1110,SI-7(1),satisfies_control
ZIG-ACT-5.4.3,T1202,mitigates
CREF-APP-4,T1113,mitigates_architecturally
ZIG-ACT-2.7.2,T1497,mitigates
ZIG-ACT-2.7.1,T1518,mitigates
CM1117,T1531,mitigates
ZIG-ACT-7.1.3,T1486,mitigates
CM2040,ZIG-ACT-1.6.1,implements_activity
CM2042,ZIG-ACT-2.7.2,implements_activity
ZIG-ACT-3.5.2,T1027,mitigates
ZIG-ACT-5.4.1,T1534,mitigates
CM1164,ZIG-ACT-4.4.5,implements_activity
CREF-APP-40,T1486,mitigates_architecturally
ZIG-ACT-4.5.3,T1610,mitigates
CM1145,ZIG-ACT-6.7.1,implements_activity
ZIG-ACT-1.3.3,T1110,mitigates
CM1144,SC-29,satisfies_control
ZIG-ACT-4.4.5,T1586,mitigates
CREF-APP-4,T1571,mitigates_architecturally
CM1160,SC-7(16),satisfies_control
ZIG-ACT-6.7.4,T1498,mitigates
CM1122,ZIG-ACT-4.6.2,implements_activity
ZIG-ACT-7.2.4,T1553,mitigates
ZIG-ACT-2.3.2,T1102,mitigates
ZIG-ACT-2.7.2,T1574,mitigates
CM2023,AU-6(5),satisfies_control
CREF-APP-12,T1106,mitigates_architecturally
CM1117,ZIG-ACT-5.4.1,implements_activity
CM1122,ZIG-ACT-6.1.2,implements_activity
CM2003,T1189,mitigates
ZIG-ACT-7.2.1,T1025,mitigates
ZIG-ACT-2.3.2,T1202,mitigates
ZIG-ACT-4.4.5,T1569,mitigates
CM1122,ZIG-ACT-4.5.1,implements_activity
ZIG-ACT-2.7.2,T1572,mitigates
CREF-APP-4,T1568,mitigates_architecturally
CM2015,T1531,mitigates
CM2023,ZIG-ACT-7.5.1,implements_activity
CM1121,ZIG-ACT-4.6.2,implements_activity
ZIG-ACT-3.3.2,T1048,mitigates
ZIG-ACT-7.4.3,T1016,mitigates
ZIG-ACT-4.6.2,T1486,mitigates
CM1143,ZIG-ACT-4.6.2,implements_activity
ZIG-ACT-3.3.1,T1590,mitigates
CM1158,ZIG-ACT-3.3.4,implements_activity
ZIG-ACT-7.1.3,T1199,mitigates
ZIG-ACT-3.2.2,T1092,mitigates
ZIG-ACT-3.4.1,T1485,mitigates
CM1139,CREF-APP-44,implements_approach
M1018,ZIG-ACT-7.6.2,implements_activity
ZIG-ACT-7.6.2,T1114,mitigates
CM1142,ZIG-ACT-7.1.3,implements_activity
ZIG-ACT-1.4.2,T1047,mitigates
ZIG-ACT-5.2.4,T1219,mitigates
CREF-APP-43,T1125,mitigates_architecturally
M1031,CREF-APP-43,implements_approach
ZIG-ACT-2.2.1,T1486,mitigates
CM2016,ZIG-ACT-7.4.1,implements_activity
ZIG-ACT-7.6.1,T1570,mitigates
CREF-APP-50,T1105,mitigates_architecturally
CREF-APP-12,T1129,mitigates_architecturally
CM1162,ZIG-ACT-3.3.4,implements_activity
ZIG-ACT-5.2.3,T1001,mitigates
ZIG-ACT-7.1.3,T1203,mitigates
ZIG-ACT-7.2.1,T1538,mitigates
ZIG-ACT-7.2.5,T1222,mitigates
ZIG-ACT-4.3.4,T1601,mitigates
ZIG-ACT-3.2.1,T1498,mitigates
CM1136,ZIG-ACT-1.6.2,implements_activity
ZIG-ACT-5.4.3,T1566,mitigates
CM2008,ZIG-ACT-3.3.1,implements_activity
CREF-APP-4,T1059,mitigates_architecturally
CM2014,ZIG-ACT-2.7.3,implements_activity
ZIG-ACT-7.2.4,T1083,mitigates
M1031,ZIG-ACT-6.7.4,implements_activity
ZIG-ACT-4.4.1,T1119,mitigates
CM2008,CM-8(3),satisfies_control
ZIG-ACT-3.3.4,T1030,mitigates
CREF-APP-16,T1529,mitigates_architecturally
CM2017,ZIG-ACT-7.5.1,implements_activity
CSA-08,CREF-STU-6,embodies_principle
ZIG-ACT-7.2.1,T1005,mitigates
ZIG-ACT-7.4.3,T1007,mitigates
CREF-APP-21,T1495,mitigates_architecturally
ZIG-ACT-7.3.2,T1589,mitigates
CREF-TECH-9,CREF-STA-2,informs_principle
CM2005,ZIG-ACT-2.3.1,implements_activity
CM1157,ZIG-ACT-7.5.1,implements_activity
ZIG-ACT-2.3.2,T1489,mitigates
ZIG-ACT-6.7.1,T1528,mitigates
CREF-TECH-14,CREF-STU-13,informs_principle
CM2002,T1001,mitigates
CM1131,ZIG-ACT-1.6.2,implements_activity
ZIG-ACT-2.7.2,T1573,mitigates
ZIG-ACT-7.4.3,T1052,mitigates
M1029,ZIG-ACT-4.4.3,implements_activity
ZIG-ACT-7.5.1,T1119,mitigates
ZIG-ACT-2.3.4,T1071,mitigates
CM2020,ZIG-ACT-7.5.1,implements_activity
CREF-APP-48,T1550,mitigates_architecturally
ZIG-ACT-7.2.4,T1176,mitigates
ZIG-ACT-1.2.2,T1129,mitigates
ZIG-ACT-3.3.2,T1027,mitigates
ZIG-ACT-3.3.1,T1543,mitigates
ZIG-ACT-2.3.1,T1016,mitigates
ZIG-ACT-7.2.3,T1018,mitigates
CM2007,ZIG-ACT-7.5.1,implements_activity
ZIG-ACT-4.6.2,T1203,mitigates
CREF-APP-21,T1490,mitigates_architecturally
ZIG-ACT-7.1.3,T1095,mitigates
M1034,CM-8(3),satisfies_control
ZIG-ACT-7.4.1,T1134,mitigates
ZIG-ACT-5.4.3,T1573,mitigates
CM1135,T1213,mitigates
CREF-APP-14,T1589,mitigates_architecturally
CREF-APP-14,T1134,mitigates_architecturally
ZIG-ACT-2.3.2,T1104,mitigates
CM1159,ZIG-ACT-7.5.2,implements_activity
ZIG-ACT-3.3.4,T1611,mitigates
CREF-APP-3,T1080,mitigates_architecturally
ZIG-ACT-1.9.1,T1499,mitigates
ZIG-ACT-5.4.4,T1120,mitigates
ZIG-ACT-2.7.1,T1218,mitigates
ZIG-ACT-4.4.5,T1119,mitigates
ZIG-ACT-2.2.2,T1553,mitigates
M1029,ZIG-ACT-7.3.1,implements_activity
M1046,CREF-APP-45,implements_approach
CREF-APP-4,T1005,mitigates_architecturally
CM2023,ZIG-ACT-7.2.1,implements_activity
ZIG-ACT-2.7.2,T1135,mitigates
CREF-TECH-9,CREF-STU-2,requires_principle
ZIG-ACT-4.2.1,T1037,mitigates
ZIG-ACT-7.6.2,T1556,mitigates
ZIG-ACT-2.7.1,T1120,mitigates
CM2043,ZIG-ACT-4.6.2,implements_activity
ZIG-ACT-4.5.1,T1587,mitigates
ZIG-ACT-5.2.4,T1561,mitigates
ZIG-ACT-7.4.1,T1496,mitigates
ZIG-ACT-1.4.4,T1204,mitigates
ZIG-ACT-7.2.2,T1556,mitigates
ZIG-ACT-2.1.4,T1490,mitigates
CREF-APP-45,T1204,mitigates_architecturally
ZIG-ACT-2.3.3,T1007,mitigates
ZIG-ACT-2.7.2,T1110,mitigates
ZIG-ACT-3.3.4,T1011,mitigates
CM1151,ZIG-ACT-3.4.6,implements_activity
ZIG-ACT-7.2.3,T1213,mitigates
ZIG-ACT-2.3.3,T1052,mitigates
ZIG-ACT-6.7.1,T1127,mitigates
ZIG-ACT-3.3.4,T1499,mitigates
CM2015,T1529,mitigates
ZIG-ACT-4.4.3,T1574,mitigates
ZIG-ACT-2.6.2,T1557,mitigates
CREF-APP-45,T1134,mitigates_architecturally
ZIG-ACT-4.4.1,T1505,mitigates
ZIG-ACT-4.4.1,T1590,mitigates
ZIG-ACT-7.2.4,T1016,mitigates
ZIG-ACT-5.2.4,T1580,mitigates
M1054,ZIG-ACT-3.4.6,implements_activity
ZIG-ACT-4.4.3,T1572,mitigates
ZIG-ACT-3.5.2,T1556,mitigates
ZIG-ACT-7.2.4,T1598,mitigates
ZIG-ACT-2.3.1,T1205,mitigates
ZIG-ACT-4.4.5,T1040,mitigates
ZIG-ACT-2.6.1,T1140,mitigates
ZIG-ACT-2.1.4,T1204,mitigates
CM1126,ZIG-ACT-4.4.5,implements_activity
M1037,ZIG-ACT-2.4.2,implements_activity
CM2035,ZIG-ACT-1.6.1,implements_activity
CM2007,T1200,mitigates
CREF-APP-5,T1529,mitigates_architecturally
ZIG-ACT-2.7.3,T1535,mitigates
M1050,ZIG-ACT-2.3.6,implements_activity
ZIG-ACT-1.2.3,T1218,mitigates
CREF-TECH-3,CREF-STA-2,informs_principle
ZIG-ACT-6.7.1,T1057,mitigates
ZIG-ACT-3.4.6,T1140,mitigates
ZIG-ACT-3.3.4,T1132,mitigates
ZIG-ACT-1.2.2,T1055,mitigates
ZIG-ACT-5.2.2,T1218,mitigates
CM1149,ZIG-ACT-7.6.2,implements_activity
ZIG-ACT-3.3.1,T1037,mitigates
CM2044,ZIG-ACT-2.7.2,implements_activity
ZIG-ACT-7.6.2,T1560,mitigates
ZIG-ACT-2.7.2,T1123,mitigates
ZIG-ACT-6.7.4,T1585,mitigates
ZIG-ACT-7.5.1,T1561,mitigates
ZIG-ACT-1.2.2,T1612,mitigates
CM2011,ZIG-ACT-1.9.1,implements_activity
ZIG-ACT-4.2.1,T1068,mitigates
ZIG-ACT-2.2.1,T1102,mitigates
ZIG-ACT-3.3.4,T1010,mitigates
CREF-APP-39,CREF-EFFECT-7,has_effect
M1022,ZIG-ACT-2.6.2,implements_activity
ZIG-ACT-1.3.3,T1550,mitigates
ZIG-ACT-4.2.1,T1095,mitigates
ZIG-ACT-7.5.1,T1080,mitigates
ZIG-ACT-1.4.4,T1207,mitigates
ZIG-ACT-7.5.2,T1210,mitigates
CREF-TECH-10,CREF-STA-5,informs_principle
ZIG-ACT-5.1.2,T1008,mitigates
ZIG-ACT-7.2.5,T1220,mitigates
ZIG-ACT-3.2.3,T1071,mitigates
ZIG-ACT-7.2.1,T1611,mitigates
CM2041,T1571,mitigates
ZIG-ACT-2.7.3,T1008,mitigates
ZIG-ACT-3.3.1,T1018,mitigates
ZIG-ACT-7.3.2,T1602,mitigates
CM1142,ZIG-ACT-7.2.4,implements_activity
CM2047,ZIG-ACT-4.5.3,implements_activity
CREF-APP-24,T1119,mitigates_architecturally
ZIG-ACT-2.4.1,T1190,mitigates
CM1107,T1583,mitigates
ZIG-ACT-4.6.2,T1552,mitigates
CSA-01,CREF-TECH-13,associated_with_technique
CREF-APP-33,CREF-TECH-9,realizes_technique
ZIG-ACT-3.3.4,T1212,mitigates
ZIG-ACT-7.4.3,T1546,mitigates
CM2021,ZIG-ACT-1.6.1,implements_activity
ZIG-ACT-2.7.3,T1068,mitigates
ZIG-ACT-4.4.3,T1036,mitigates
ZIG-ACT-4.4.5,T1080,mitigates
CREF-APP-43,T1480,mitigates_architecturally
CM2021,SI-4(2),satisfies_control
ZIG-ACT-1.2.4,T1613,mitigates
CM2047,IR-4(13),satisfies_control
ZIG-ACT-6.1.2,T1546,mitigates
ZIG-ACT-3.2.1,T1585,mitigates
ZIG-ACT-6.7.1,T1102,mitigates
ZIG-ACT-5.4.1,T1012,mitigates
ZIG-ACT-7.1.3,T1106,mitigates
ZIG-ACT-6.7.1,T1531,mitigates
ZIG-ACT-1.4.4,T1610,mitigates
ZIG-ACT-4.2.1,T1485,mitigates
ZIG-ACT-4.5.1,T1552,mitigates
ZIG-ACT-1.3.1,T1204,mitigates
ZIG-ACT-6.7.4,T1113,mitigates
ZIG-ACT-7.2.4,T1133,mitigates
ZIG-ACT-5.2.3,T1190,mitigates
CM1142,ZIG-ACT-2.3.2,implements_activity
ZIG-ACT-2.4.1,T1609,mitigates
CREF-TECH-2,CREF-STA-4,informs_principle
ZIG-ACT-7.2.4,T1115,mitigates
CREF-APP-50,T1218,mitigates_architecturally
CREF-APP-13,T1484,mitigates_architecturally
ZIG-ACT-3.2.1,T1095,mitigates
ZIG-ACT-3.3.1,T1213,mitigates
ZIG-ACT-4.5.1,T1518,mitigates
ZIG-ACT-7.2.2,T1219,mitigates
ZIG-ACT-7.1.3,T1567,mitigates
ZIG-ACT-4.4.3,T1110,mitigates
ZIG-ACT-2.7.2,T1584,mitigates
ZIG-ACT-4.6.2,T1106,mitigates
CM1148,ZIG-ACT-3.4.1,implements_activity
CM2014,IR-4(13),satisfies_control
ZIG-ACT-4.5.1,T1608,mitigates
CREF-APP-34,T1213,mitigates_architecturally
ZIG-ACT-1.4.4,T1602,mitigates
CM2041,ZIG-ACT-7.2.2,implements_activity
ZIG-ACT-2.3.1,T1546,mitigates
CREF-APP-9,CREF-EFFECT-15,has_effect
CSA-05,CREF-STA-4,embodies_principle
ZIG-ACT-2.2.1,T1530,mitigates
ZIG-ACT-1.6.1,T1185,mitigates
CM1141,ZIG-ACT-3.4.6,implements_activity
ZIG-ACT-2.3.5,T1003,mitigates
CM2003,ZIG-ACT-7.5.1,implements_activity
CM2042,ZIG-ACT-7.1.3,implements_activity
ZIG-ACT-3.2.1,T1113,mitigates
ZIG-ACT-6.5.3,T1213,mitigates
CREF-APP-9,T1495,mitigates_architecturally
CREF-APP-1,T1218,mitigates_architecturally
ZIG-ACT-1.2.3,T1499,mitigates
M1020,ZIG-ACT-1.6.1,implements_activity
ZIG-ACT-3.3.1,T1485,mitigates
ZIG-ACT-7.4.1,T1047,mitigates
ZIG-ACT-4.5.1,T1074,mitigates
ZIG-ACT-2.3.1,T1572,mitigates
ZIG-ACT-3.4.1,T1052,mitigates
CM2019,ZIG-ACT-6.7.1,implements_activity
ZIG-ACT-4.5.3,T1490,mitigates
CM1138,T1561,mitigates
ZIG-ACT-7.2.2,T1529,mitigates
CREF-APP-4,T1132,mitigates_architecturally
CM2002,ZIG-ACT-4.4.3,implements_activity
ZIG-ACT-7.5.2,T1211,mitigates
ZIG-ACT-4.4.1,T1071,mitigates
ZIG-ACT-7.2.5,T1040,mitigates
ZIG-ACT-4.4.1,T1018,mitigates
M1047,ZIG-ACT-2.3.1,implements_activity
ZIG-ACT-5.2.4,T1484,mitigates
ZIG-ACT-4.5.1,T1090,mitigates
CM2016,ZIG-ACT-7.3.2,implements_activity
CM1142,ZIG-ACT-2.6.2,implements_activity
ZIG-ACT-1.2.2,T1547,mitigates
ZIG-ACT-1.6.2,T1020,mitigates
ZIG-ACT-5.3.1,T1036,mitigates
ZIG-ACT-7.6.2,T1561,mitigates
CM1161,ZIG-ACT-7.6.2,implements_activity
CM2047,ZIG-ACT-7.2.5,implements_activity
ZIG-ACT-7.4.3,T1125,mitigates
CREF-APP-4,T1010,mitigates_architecturally
ZIG-ACT-7.2.2,T1561,mitigates
M1026,AC-6(7),satisfies_control
CSA-07,CREF-TECH-7,associated_with_technique
CM1119,T1059,mitigates
CM2005,ZIG-ACT-3.3.1,implements_activity
ZIG-ACT-3.3.4,T1197,mitigates
CM2044,ZIG-ACT-7.2.3,implements_activity
ZIG-ACT-2.7.1,T1571,mitigates
ZIG-ACT-3.4.1,T1053,mitigates
CM2033,ZIG-ACT-3.3.2,implements_activity
ZIG-ACT-2.7.2,T1189,mitigates
CREF-APP-14,T1078,mitigates_architecturally
CREF-APP-10,T1190,mitigates_architecturally
CREF-APP-43,T1570,mitigates_architecturally
ZIG-ACT-5.4.3,T1557,mitigates
ZIG-ACT-3.5.2,T1561,mitigates
ZIG-ACT-4.4.1,T1213,mitigates
ZIG-ACT-1.4.3,T1190,mitigates
ZIG-ACT-4.5.3,T1056,mitigates
CREF-APP-12,T1211,mitigates_architecturally
CREF-APP-13,T1070,mitigates_architecturally
ZIG-ACT-3.3.2,T1036,mitigates
ZIG-ACT-2.7.3,T1526,mitigates
CM1158,ZIG-ACT-5.3.1,implements_activity
CREF-APP-47,T1123,mitigates_architecturally
CM2012,PM-30(1),satisfies_control
ZIG-ACT-2.2.1,T1543,mitigates
ZIG-ACT-3.5.2,T1048,mitigates
M1046,ZIG-ACT-7.6.1,implements_activity
CREF-APP-51,T1602,mitigates_architecturally
CM2047,ZIG-ACT-1.4.4,implements_activity
ZIG-ACT-4.5.1,T1120,mitigates
CM2041,ZIG-ACT-2.2.1,implements_activity
ZIG-ACT-1.2.4,T1047,mitigates
CM2041,ZIG-ACT-3.2.1,implements_activity
ZIG-ACT-3.2.1,T1106,mitigates
ZIG-ACT-4.4.3,T1584,mitigates
ZIG-ACT-6.1.2,T1207,mitigates
M1026,ZIG-ACT-6.1.2,implements_activity
CM2007,SI-4(2),satisfies_control
CREF-TECH-13,CREF-STA-5,informs_principle
CREF-APP-5,T1550,mitigates_architecturally
CM1144,CP-2(5),satisfies_control
CREF-APP-37,T1518,mitigates_architecturally
ZIG-ACT-2.4.1,T1601,mitigates
ZIG-ACT-3.3.2,T1135,mitigates
ZIG-ACT-1.2.2,T1211,mitigates
ZIG-ACT-4.4.3,T1601,mitigates
ZIG-ACT-5.3.1,T1561,mitigates
ZIG-ACT-1.4.3,T1609,mitigates
M1028,ZIG-ACT-2.3.5,implements_activity
ZIG-ACT-1.5.1,T1072,mitigates
ZIG-ACT-7.2.4,T1534,mitigates
ZIG-ACT-5.4.4,T1573,mitigates
CSA-01,CREF-STU-12,embodies_principle
ZIG-ACT-5.4.1,T1563,mitigates
ZIG-ACT-7.1.3,T1222,mitigates
ZIG-ACT-1.2.1,T1027,mitigates
ZIG-ACT-7.3.2,T1489,mitigates
CREF-APP-37,T1025,mitigates_architecturally
CSA-09,CREF-TECH-7,associated_with_technique
CM1130,T1485,mitigates
ZIG-ACT-1.6.1,T1584,mitigates
M1053,ZIG-ACT-3.4.1,implements_activity
ZIG-ACT-5.2.4,T1201,mitigates
ZIG-ACT-2.3.2,T1078,mitigates
ZIG-ACT-5.1.2,T1491,mitigates
ZIG-ACT-3.4.6,T1029,mitigates
CREF-APP-33,T1055,mitigates_architecturally
ZIG-ACT-2.7.1,T1573,mitigates
CM1157,ZIG-ACT-3.4.6,implements_activity
ZIG-ACT-7.4.1,T1140,mitigates
ZIG-ACT-2.6.1,T1008,mitigates
CREF-APP-32,T1072,mitigates_architecturally
CREF-APP-14,T1555,mitigates_architecturally
ZIG-ACT-3.4.1,T1195,mitigates
ZIG-ACT-5.4.1,T1490,mitigates
CM2047,SI-4(13),satisfies_control
ZIG-ACT-2.3.1,T1207,mitigates
ZIG-ACT-7.2.1,T1573,mitigates
ZIG-ACT-7.3.1,T1495,mitigates
ZIG-ACT-3.3.4,T1176,mitigates
ZIG-ACT-3.3.4,T1123,mitigates
ZIG-ACT-3.4.1,T1569,mitigates
ZIG-ACT-2.3.5,T1047,mitigates
M1018,ZIG-ACT-2.4.2,implements_activity
CM2005,ZIG-ACT-7.2.3,implements_activity
CM1157,ZIG-ACT-1.3.3,implements_activity
ZIG-ACT-7.2.1,T1036,mitigates
CSA-08,CREF-STU-5,embodies_principle
ZIG-ACT-5.4.3,T1571,mitigates
ZIG-ACT-2.3.5,T1565,mitigates
CREF-TECH-2,CREF-STA-2,requires_principle
ZIG-ACT-1.6.2,T1134,mitigates
ZIG-ACT-5.4.1,T1090,mitigates
ZIG-ACT-7.5.1,T1560,mitigates
ZIG-ACT-3.4.6,T1484,mitigates
CM1115,T1570,mitigates
ZIG-ACT-1.4.3,T1614,mitigates
CM1149,ZIG-ACT-5.2.2,implements_activity
CREF-TECH-3,CREF-STU-14,requires_principle
ZIG-ACT-2.7.2,T1219,mitigates
CM1131,CREF-APP-4,implements_approach
M1037,T1552,mitigates
ZIG-ACT-7.2.1,T1135,mitigates
CM1133,CREF-APP-44,implements_approach
ZIG-ACT-7.2.3,T1592,mitigates
ZIG-ACT-6.5.3,T1185,mitigates
CREF-APP-13,CREF-EFFECT-13,has_effect
CM2014,ZIG-ACT-2.3.1,implements_activity
M1018,AC-6,satisfies_control
ZIG-ACT-6.1.2,T1200,mitigates
CM1145,SI-4(1),satisfies_control
CREF-APP-4,T1197,mitigates_architecturally
CM1102,T1008,mitigates
ZIG-ACT-1.6.2,T1496,mitigates
ZIG-ACT-1.6.2,T1003,mitigates
ZIG-ACT-4.4.5,T1137,mitigates
CM1158,T1070,mitigates
ZIG-ACT-7.2.3,T1053,mitigates
M1022,ZIG-ACT-1.2.4,implements_activity
CREF-APP-12,CREF-EFFECT-2,has_effect
CREF-APP-28,T1490,mitigates_architecturally
ZIG-ACT-2.2.1,T1033,mitigates
CREF-APP-51,T1078,mitigates_architecturally
ZIG-ACT-1.4.3,T1187,mitigates
CM2034,ZIG-ACT-4.4.1,implements_activity
ZIG-ACT-3.3.4,T1598,mitigates
CREF-APP-37,T1218,mitigates_architecturally
ZIG-ACT-1.6.2,T1482,mitigates
ZIG-ACT-1.6.1,T1189,mitigates
CM1133,CREF-APP-32,implements_approach
ZIG-ACT-5.3.2,T1559,mitigates
ZIG-ACT-7.6.2,T1484,mitigates
ZIG-ACT-2.3.6,T1204,mitigates
CM1154,ZIG-ACT-2.6.2,implements_activity
CREF-APP-37,T1120,mitigates_architecturally
ZIG-ACT-6.7.4,T1499,mitigates
ZIG-ACT-3.3.4,T1006,mitigates
ZIG-ACT-4.2.1,T1486,mitigates
CREF-APP-50,T1566,mitigates_architecturally
ZIG-ACT-7.5.2,T1542,mitigates
CM1153,ZIG-ACT-2.3.3,implements_activity
ZIG-ACT-4.3.4,T1565,mitigates
CREF-APP-47,T1041,mitigates_architecturally
CM2033,T1105,mitigates
M1031,ZIG-ACT-2.7.1,implements_activity
CM1143,T1495,mitigates
ZIG-ACT-3.3.2,T1584,mitigates
CM2040,ZIG-ACT-4.4.1,implements_activity
CM1153,ZIG-ACT-7.3.1,implements_activity
M1049,ZIG-ACT-5.4.3,implements_activity
ZIG-ACT-1.2.1,T1557,mitigates
CM1131,ZIG-ACT-6.7.1,implements_activity
ZIG-ACT-3.2.3,T1052,mitigates
ZIG-ACT-1.4.3,T1601,mitigates
ZIG-ACT-2.7.3,T1486,mitigates
ZIG-ACT-7.1.3,T1220,mitigates
CM2022,ZIG-ACT-7.5.2,implements_activity
CREF-APP-43,T1610,mitigates_architecturally
ZIG-ACT-2.7.2,T1525,mitigates
ZIG-ACT-3.3.4,T1205,mitigates
CM1133,SC-7(21),satisfies_control
ZIG-ACT-4.5.3,T1587,mitigates
CM1149,ZIG-ACT-2.4.2,implements_activity
M1031,ZIG-ACT-4.4.3,implements_activity
CM2015,ZIG-ACT-4.4.3,implements_activity
ZIG-ACT-1.4.4,T1134,mitigates
ZIG-ACT-2.2.1,T1586,mitigates
CM1139,ZIG-ACT-3.4.6,implements_activity
CM1102,ZIG-ACT-7.4.3,implements_activity
CM1110,ZIG-ACT-2.6.1,implements_activity
ZIG-ACT-7.1.3,T1211,mitigates
CM1131,T1129,mitigates
ZIG-ACT-2.4.2,T1218,mitigates
CM2044,ZIG-ACT-4.6.2,implements_activity
CM1103,ZIG-ACT-5.3.1,implements_activity
ZIG-ACT-1.3.1,T1140,mitigates
ZIG-ACT-5.4.3,T1048,mitigates
ZIG-ACT-4.6.2,T1220,mitigates
ZIG-ACT-7.6.1,T1090,mitigates
ZIG-ACT-1.5.1,T1222,mitigates
CM1143,ZIG-ACT-3.4.6,implements_activity
CM2002,T1020,mitigates
ZIG-ACT-4.6.2,T1568,mitigates
CREF-APP-41,T1498,mitigates_architecturally
ZIG-ACT-6.3.1,T1037,mitigates
CM1154,ZIG-ACT-2.3.3,implements_activity
ZIG-ACT-2.7.3,T1199,mitigates
CM2044,ZIG-ACT-4.5.1,implements_activity
CM1107,AT-3(3),satisfies_control
ZIG-ACT-6.7.4,T1203,mitigates
ZIG-ACT-2.7.1,T1548,mitigates
ZIG-ACT-7.2.2,T1497,mitigates
CM2038,T1059,mitigates
ZIG-ACT-7.6.1,T1129,mitigates
ZIG-ACT-5.3.2,T1134,mitigates
ZIG-ACT-3.4.1,T1083,mitigates
ZIG-ACT-2.2.1,T1220,mitigates
M1018,ZIG-ACT-1.5.1,implements_activity
ZIG-ACT-3.3.4,T1041,mitigates
ZIG-ACT-3.3.1,T1053,mitigates
CM1144,ZIG-ACT-2.3.1,implements_activity
ZIG-ACT-5.4.1,T1480,mitigates
CREF-APP-50,T1537,mitigates_architecturally
CM2016,ZIG-ACT-5.2.4,implements_activity
CM2043,ZIG-ACT-1.6.1,implements_activity
ZIG-ACT-7.2.2,T1574,mitigates
CM2012,ZIG-ACT-7.2.4,implements_activity
ZIG-ACT-1.6.1,T1219,mitigates
ZIG-ACT-3.3.1,T1071,mitigates
ZIG-ACT-7.2.5,T1568,mitigates
CM2015,T1217,mitigates
CM2005,ZIG-ACT-4.4.5,implements_activity
CREF-APP-10,T1195,mitigates_architecturally
M1037,ZIG-ACT-2.3.1,implements_activity
CM2033,ZIG-ACT-7.3.2,implements_activity
ZIG-ACT-7.4.3,T1570,mitigates
CREF-APP-4,T1030,mitigates_architecturally
ZIG-ACT-2.4.1,T1129,mitigates
ZIG-ACT-3.2.1,T1203,mitigates
CM2015,T1049,mitigates
ZIG-ACT-1.9.1,T1546,mitigates
ZIG-ACT-4.5.3,T1559,mitigates
CM1105,CREF-APP-46,implements_approach
ZIG-ACT-3.4.6,T1134,mitigates
ZIG-ACT-1.6.2,T1047,mitigates
CM1139,ZIG-ACT-7.5.1,implements_activity
ZIG-ACT-7.5.1,T1049,mitigates
ZIG-ACT-6.3.1,T1095,mitigates
ZIG-ACT-1.2.2,T1037,mitigates
ZIG-ACT-5.3.1,T1497,mitigates
ZIG-ACT-4.4.3,T1134,mitigates
ZIG-ACT-2.2.1,T1119,mitigates
CM2002,ZIG-ACT-6.7.1,implements_activity
CREF-APP-19,T1133,mitigates_architecturally
M1041,T1119,mitigates
M1035,ZIG-ACT-1.2.1,implements_activity
ZIG-ACT-1.6.1,T1529,mitigates
CM1120,ZIG-ACT-5.2.3,implements_activity
CREF-APP-10,T1020,mitigates_architecturally
ZIG-ACT-4.4.5,T1049,mitigates
ZIG-ACT-7.4.3,T1136,mitigates
ZIG-ACT-2.7.1,T1557,mitigates
CM1162,ZIG-ACT-5.4.3,implements_activity
CREF-APP-18,CREF-EFFECT-13,has_effect
ZIG-ACT-3.4.6,T1496,mitigates
ZIG-ACT-2.7.2,T1200,mitigates
CM2011,ZIG-ACT-4.3.4,implements_activity
CREF-APP-27,T1072,mitigates_architecturally
CREF-APP-39,T1495,mitigates_architecturally
ZIG-ACT-3.4.1,T1598,mitigates
ZIG-ACT-3.3.1,T1195,mitigates
CM2022,ZIG-ACT-7.1.3,implements_activity
ZIG-ACT-3.2.3,T1195,mitigates
ZIG-ACT-7.4.1,T1029,mitigates
CREF-APP-34,T1556,mitigates_architecturally
ZIG-ACT-3.2.2,T1105,mitigates
ZIG-ACT-2.7.1,T1041,mitigates
ZIG-ACT-4.4.3,T1496,mitigates
CREF-APP-29,T1037,mitigates_architecturally
